2019-12-13 16:08:24:643, no_human
2019-12-13 16:08:24:653, no_human
2019-12-13 16:08:24:874, no_human
2019-12-13 16:08:24:942, no_human
2019-12-13 16:08:24:958, no_human
2019-12-13 16:08:24:975, no_human
2019-12-13 16:08:24:992, no_human
2019-12-13 16:08:25:008, no_human
2019-12-13 16:08:25:025, no_human
2019-12-13 16:08:25:046, no_human
2019-12-13 16:08:25:058, no_human
2019-12-13 16:08:25:074, no_human
2019-12-13 16:08:25:090, no_human
2019-12-13 16:08:25:107, no_human
2019-12-13 16:08:25:146, no_human
2019-12-13 16:08:25:151, no_human
2019-12-13 16:08:25:176, no_human
2019-12-13 16:08:25:201, no_human
2019-12-13 16:08:25:211, no_human
2019-12-13 16:08:25:226, no_human
2019-12-13 16:08:25:242, no_human
2019-12-13 16:08:25:282, no_human
2019-12-13 16:08:25:306, no_human
2019-12-13 16:08:25:334, no_human
2019-12-13 16:08:25:367, no_human
2019-12-13 16:08:25:399, no_human
2019-12-13 16:08:25:439, no_human
2019-12-13 16:08:25:465, no_human
2019-12-13 16:08:25:490, no_human
2019-12-13 16:08:25:515, no_human
2019-12-13 16:08:25:521, no_human
2019-12-13 16:08:25:556, no_human
2019-12-13 16:08:25:581, no_human
2019-12-13 16:08:25:586, no_human
2019-12-13 16:08:25:621, no_human
2019-12-13 16:08:25:646, no_human
2019-12-13 16:08:25:653, no_human
2019-12-13 16:08:25:690, no_human
2019-12-13 16:08:25:715, no_human
2019-12-13 16:08:25:722, no_human
2019-12-13 16:08:25:758, no_human
2019-12-13 16:08:25:785, no_human
2019-12-13 16:08:25:813, no_human
2019-12-13 16:08:25:822, no_human
2019-12-13 16:08:25:859, no_human
2019-12-13 16:08:25:889, no_human
2019-12-13 16:08:25:916, no_human
2019-12-13 16:08:25:925, no_human
2019-12-13 16:08:25:967, no_human
2019-12-13 16:08:25:995, no_human
2019-12-13 16:08:26:031, no_human
2019-12-13 16:08:26:062, no_human
2019-12-13 16:08:26:088, no_human
2019-12-13 16:08:26:114, no_human
2019-12-13 16:08:26:120, no_human
2019-12-13 16:08:26:167, no_human
2019-12-13 16:08:26:195, no_human
2019-12-13 16:08:26:222, no_human
2019-12-13 16:08:26:247, no_human
2019-12-13 16:08:26:253, no_human
2019-12-13 16:08:26:289, no_human
2019-12-13 16:08:26:316, no_human
2019-12-13 16:08:26:324, no_human
2019-12-13 16:08:26:359, no_human
2019-12-13 16:08:29:753,3.541886,2.760969
2019-12-13 16:08:29:792,3.54034,2.761103
2019-12-13 16:08:29:825,3.539846,2.761154
2019-12-13 16:08:29:858,3.539003,2.761988
2019-12-13 16:08:29:897,3.537585,2.761925
2019-12-13 16:08:29:928,3.536383,2.761402
2019-12-13 16:08:29:964,3.535731,2.761313
2019-12-13 16:08:30:000,3.534828,2.761223
2019-12-13 16:08:30:034,3.53415,2.761279
2019-12-13 16:08:30:070,3.533552,2.761097
2019-12-13 16:08:30:111,3.533415,2.760647
2019-12-13 16:08:30:134,3.534333,2.758437
2019-12-13 16:08:30:167,3.535439,2.75665
2019-12-13 16:08:30:209,3.537503,2.754097
2019-12-13 16:08:30:262,3.539772,2.7521
2019-12-13 16:08:30:296,3.541927,2.750956
2019-12-13 16:08:30:329,3.54414,2.749842
2019-12-13 16:08:30:368,3.546949,2.748893
2019-12-13 16:08:30:421,3.55104,2.746751
2019-12-13 16:08:30:458,3.552413,2.746273
2019-12-13 16:08:30:507,3.553744,2.74586
2019-12-13 16:08:30:542,3.554227,2.745664
2019-12-13 16:08:30:574,3.554566,2.745855
2019-12-13 16:08:30:607,3.55483,2.745784
2019-12-13 16:08:30:643,3.555305,2.745789
2019-12-13 16:08:30:684,3.555662,2.745879
2019-12-13 16:08:30:723,3.555702,2.745844
2019-12-13 16:08:30:767,3.555814,2.745734
2019-12-13 16:08:30:803,3.555973,2.745661
2019-12-13 16:08:30:838,3.556064,2.745571
2019-12-13 16:08:30:872,3.556443,2.745201
2019-12-13 16:08:30:909,3.5569,2.745263
2019-12-13 16:08:30:967,3.557038,2.745243
2019-12-13 16:08:31:006,3.558156,2.744762
2019-12-13 16:08:31:057,3.558707,2.744775
2019-12-13 16:08:31:100,3.559279,2.744998
2019-12-13 16:08:31:140,3.560723,2.744488
2019-12-13 16:08:31:176,3.561847,2.744687
2019-12-13 16:08:31:220,3.56258,2.74447
2019-12-13 16:08:31:258,3.563547,2.744106
2019-12-13 16:08:31:295,3.565139,2.743718
2019-12-13 16:08:31:328,3.565721,2.743518
2019-12-13 16:08:31:364,3.567395,2.743227
2019-12-13 16:08:31:398,3.568759,2.742676
2019-12-13 16:08:31:432,3.571364,2.742451
2019-12-13 16:08:31:467,3.572536,2.742214
2019-12-13 16:08:31:500,3.573481,2.742302
2019-12-13 16:08:31:538,3.574672,2.742693
2019-12-13 16:08:31:571,3.575901,2.742569
2019-12-13 16:08:31:605,3.57728,2.742459
2019-12-13 16:08:31:641,3.577878,2.742611
2019-12-13 16:08:31:674,3.579079,2.743119
2019-12-13 16:08:31:707,3.580793,2.744476
2019-12-13 16:08:31:739,3.581418,2.744621
2019-12-13 16:08:31:752,3.581418,2.744621
2019-12-13 16:08:31:788,3.582253,2.74542
2019-12-13 16:08:31:822,3.583236,2.746268
2019-12-13 16:08:31:856,3.584135,2.746599
2019-12-13 16:08:31:894,3.585048,2.747575
2019-12-13 16:08:31:938,3.585674,2.748098
2019-12-13 16:08:31:990,3.588065,2.748798
2019-12-13 16:08:32:028,3.590482,2.749637
2019-12-13 16:08:32:071,3.592614,2.750459
2019-12-13 16:08:32:110,3.598883,2.75175
2019-12-13 16:08:32:125,3.598883,2.75175
2019-12-13 16:08:32:166,3.603248,2.752265
2019-12-13 16:08:32:201,3.612302,2.753376
2019-12-13 16:08:32:238,3.617601,2.753407
2019-12-13 16:08:32:291,3.623622,2.753419
2019-12-13 16:08:32:353,3.636452,2.752975
2019-12-13 16:08:32:405,3.643184,2.751713
2019-12-13 16:08:32:465,3.656232,2.750019
2019-12-13 16:08:32:522,3.668714,2.749226
2019-12-13 16:08:32:557,3.673812,2.749259
2019-12-13 16:08:32:590,3.679154,2.748335
2019-12-13 16:08:32:622,3.684496,2.748327
2019-12-13 16:08:32:657,3.687675,2.748077
2019-12-13 16:08:32:695,3.692117,2.746976
2019-12-13 16:08:32:728,3.69625,2.745946
2019-12-13 16:08:32:765,3.699378,2.746267
2019-12-13 16:08:32:799,3.701958,2.745594
2019-12-13 16:08:32:829,3.703931,2.745128
2019-12-13 16:08:32:865,3.706456,2.744923
2019-12-13 16:08:32:900,3.710214,2.743564
2019-12-13 16:08:32:932,3.71224,2.742697
2019-12-13 16:08:32:967,3.713312,2.74219
2019-12-13 16:08:33:001,3.714563,2.7419
2019-12-13 16:08:33:033,3.715132,2.741945
2019-12-13 16:08:33:076,3.715461,2.741812
2019-12-13 16:08:33:122,3.715549,2.741673
2019-12-13 16:08:33:157,3.715513,2.741617
2019-12-13 16:08:33:199,3.715434,2.741709
2019-12-13 16:08:33:244,3.714351,2.741835
2019-12-13 16:08:33:284,3.712091,2.742804
2019-12-13 16:08:33:326,3.709173,2.742949
2019-12-13 16:08:33:363,3.705569,2.744125
2019-12-13 16:08:33:396,3.700775,2.745109
2019-12-13 16:08:33:430,3.693298,2.745608
2019-12-13 16:08:33:468,3.675703,2.749201
2019-12-13 16:08:33:504,3.663371,2.750291
2019-12-13 16:08:33:539,3.650697,2.750427
2019-12-13 16:08:33:562,3.636872,2.752544
2019-12-13 16:08:33:587,3.636872,2.752544
2019-12-13 16:08:33:623,3.619641,2.75428
2019-12-13 16:08:33:654,3.60354,2.756667
2019-12-13 16:08:33:691,3.58726,2.757735
2019-12-13 16:08:33:724,3.56876,2.761261
2019-12-13 16:08:33:764,3.547855,2.7615
2019-12-13 16:08:33:802,3.522559,2.765806
2019-12-13 16:08:33:856,3.476407,2.772992
2019-12-13 16:08:33:894,3.454817,2.777209
2019-12-13 16:08:33:927,3.43125,2.78351
2019-12-13 16:08:33:964,3.40764,2.790904
2019-12-13 16:08:33:997,3.380273,2.799116
2019-12-13 16:08:34:027,3.359815,2.806019
2019-12-13 16:08:34:061,3.342761,2.814199
2019-12-13 16:08:34:097,3.316422,2.824797
2019-12-13 16:08:34:129,3.298628,2.831157
2019-12-13 16:08:34:167,3.280814,2.839395
2019-12-13 16:08:34:207,3.242387,2.859846
2019-12-13 16:08:34:238,3.226804,2.865004
2019-12-13 16:08:34:253,3.226804,2.865004
2019-12-13 16:08:34:290,3.209812,2.876478
2019-12-13 16:08:34:328,3.201435,2.87893
2019-12-13 16:08:34:363,3.187504,2.887373
2019-12-13 16:08:34:397,3.168903,2.899291
2019-12-13 16:08:34:428,3.168903,2.899291
2019-12-13 16:08:34:464,3.153678,2.90683
2019-12-13 16:08:34:501,3.143634,2.910369
2019-12-13 16:08:34:538,3.121816,2.91861
2019-12-13 16:08:34:585,3.112936,2.924422
2019-12-13 16:08:34:628,3.105951,2.923975
2019-12-13 16:08:34:666,3.092986,2.926284
2019-12-13 16:08:34:708,3.071776,2.928049
2019-12-13 16:08:34:750,3.05976,2.927232
2019-12-13 16:08:34:789,3.048934,2.926267
2019-12-13 16:08:34:831,3.036688,2.928257
2019-12-13 16:08:34:868,3.024886,2.927177
2019-12-13 16:08:34:904,3.001461,2.921915
2019-12-13 16:08:34:940,2.988136,2.914475
2019-12-13 16:08:34:989,2.972432,2.905048
2019-12-13 16:08:35:025,2.956088,2.897037
2019-12-13 16:08:35:072,2.943677,2.888081
2019-12-13 16:08:35:108,2.919487,2.869377
2019-12-13 16:08:35:120,2.919487,2.869377
2019-12-13 16:08:35:161,2.906995,2.863358
2019-12-13 16:08:35:198,2.894928,2.855282
2019-12-13 16:08:35:233,2.872582,2.840485
2019-12-13 16:08:35:275,2.863698,2.831633
2019-12-13 16:08:35:312,2.856541,2.826514
2019-12-13 16:08:35:351,2.844614,2.822688
2019-12-13 16:08:35:395,2.846986,2.818464
2019-12-13 16:08:35:431,2.848227,2.813666
2019-12-13 16:08:35:467,2.84937,2.810182
2019-12-13 16:08:35:505,2.846469,2.797002
2019-12-13 16:08:35:538,2.836943,2.799772
2019-12-13 16:08:35:576,2.828889,2.801558
2019-12-13 16:08:35:611,2.822053,2.800598
2019-12-13 16:08:35:634,2.823494,2.798258
2019-12-13 16:08:35:655,2.823494,2.798258
2019-12-13 16:08:35:701,2.786955,2.809487
2019-12-13 16:08:35:736,2.778635,2.812333
2019-12-13 16:08:35:775,2.774778,2.812407
2019-12-13 16:08:35:823,2.766159,2.821161
2019-12-13 16:08:35:867,2.754066,2.829171
2019-12-13 16:08:35:903,2.726084,2.838751
2019-12-13 16:08:35:939,2.706,2.853059
2019-12-13 16:08:35:976,2.691369,2.864614
2019-12-13 16:08:36:015,2.679798,2.873545
2019-12-13 16:08:36:051,2.664386,2.889109
2019-12-13 16:08:36:090,2.653818,2.896768
2019-12-13 16:08:36:130,2.638069,2.909732
2019-12-13 16:08:36:177,2.568596,2.930791
2019-12-13 16:08:36:221,2.561355,2.930969
2019-12-13 16:08:36:255,2.536382,2.95
2019-12-13 16:08:36:292,2.526006,2.953403
2019-12-13 16:08:36:332,2.515291,2.96555
2019-12-13 16:08:36:370,2.492695,2.979865
2019-12-13 16:08:36:407,2.479007,2.986872
2019-12-13 16:08:36:457,2.471824,2.99252
2019-12-13 16:08:36:495,2.46257,2.996932
2019-12-13 16:08:36:536,2.453515,3.000191
2019-12-13 16:08:36:590,2.438652,3.004885
2019-12-13 16:08:36:628,2.433438,3.006483
2019-12-13 16:08:36:666,2.428117,2.997759
2019-12-13 16:08:36:701,2.424009,2.989231
2019-12-13 16:08:36:739,2.421264,2.985806
2019-12-13 16:08:36:789,2.421315,2.97649
2019-12-13 16:08:36:826,2.422008,2.968217
2019-12-13 16:08:36:863,2.423509,2.958148
2019-12-13 16:08:36:908,2.426174,2.946897
2019-12-13 16:08:36:943,2.433038,2.928134
2019-12-13 16:08:36:992,2.436401,2.917188
2019-12-13 16:08:37:030,2.439655,2.905063
2019-12-13 16:08:37:067,2.442509,2.890317
2019-12-13 16:08:37:101,2.446389,2.866752
2019-12-13 16:08:37:139,2.449265,2.853821
2019-12-13 16:08:37:184,2.451991,2.842153
2019-12-13 16:08:37:222,2.45488,2.831079
2019-12-13 16:08:37:256,2.457556,2.81948
2019-12-13 16:08:37:292,2.458884,2.81481
2019-12-13 16:08:37:327,2.460483,2.808098
2019-12-13 16:08:37:364,2.462734,2.802426
2019-12-13 16:08:37:399,2.465113,2.795918
2019-12-13 16:08:37:438,2.470756,2.784337
2019-12-13 16:08:37:477,2.472487,2.781026
2019-12-13 16:08:37:518,2.474158,2.778311
2019-12-13 16:08:37:558,2.476481,2.774701
2019-12-13 16:08:37:598,2.478448,2.772947
2019-12-13 16:08:37:634,2.480085,2.770021
2019-12-13 16:08:37:685,2.484743,2.764145
2019-12-13 16:08:37:724,2.486363,2.760486
2019-12-13 16:08:37:764,2.488795,2.756455
2019-12-13 16:08:37:798,2.489646,2.754216
2019-12-13 16:08:37:832,2.490259,2.752853
2019-12-13 16:08:37:872,2.490162,2.745404
2019-12-13 16:08:37:918,2.488256,2.740355
2019-12-13 16:08:37:955,2.485732,2.734498
2019-12-13 16:08:38:002,2.481991,2.727028
2019-12-13 16:08:38:040,2.472668,2.708459
2019-12-13 16:08:38:084,2.471613,2.7011
2019-12-13 16:08:38:124,2.470669,2.695418
2019-12-13 16:08:38:166,2.469762,2.691152
2019-12-13 16:08:38:202,2.470195,2.685371
2019-12-13 16:08:38:236,2.474161,2.673879
2019-12-13 16:08:38:273,2.475876,2.669822
2019-12-13 16:08:38:323,2.47772,2.66515
2019-12-13 16:08:38:362,2.478859,2.658949
2019-12-13 16:08:38:402,2.482057,2.653394
2019-12-13 16:08:38:440,2.489409,2.644235
2019-12-13 16:08:38:485,2.492562,2.639508
2019-12-13 16:08:38:529,2.497489,2.635595
2019-12-13 16:08:38:569,2.503452,2.633706
2019-12-13 16:08:38:605,2.515399,2.627847
2019-12-13 16:08:38:640,2.522993,2.62534
2019-12-13 16:08:38:690,2.529977,2.624913
2019-12-13 16:08:38:738,2.537554,2.624971
2019-12-13 16:08:38:785,2.55422,2.623824
2019-12-13 16:08:38:823,2.562797,2.625506
2019-12-13 16:08:38:866,2.575333,2.627971
2019-12-13 16:08:38:901,2.586595,2.63076
2019-12-13 16:08:38:938,2.613882,2.640818
2019-12-13 16:08:38:975,2.62646,2.644893
2019-12-13 16:08:39:012,2.641262,2.65194
2019-12-13 16:08:39:051,2.656462,2.659344
2019-12-13 16:08:39:090,2.672095,2.666725
2019-12-13 16:08:39:131,2.690488,2.675754
2019-12-13 16:08:39:171,2.72747,2.697204
2019-12-13 16:08:39:205,2.746567,2.707304
2019-12-13 16:08:39:242,2.764229,2.717587
2019-12-13 16:08:39:290,2.78479,2.727236
2019-12-13 16:08:39:326,2.798886,2.734482
2019-12-13 16:08:39:361,2.814991,2.743779
2019-12-13 16:08:39:400,2.832336,2.751105
2019-12-13 16:08:39:434,2.863466,2.763381
2019-12-13 16:08:39:472,2.878837,2.768538
2019-12-13 16:08:39:507,2.892604,2.773041
2019-12-13 16:08:39:547,2.908232,2.77768
2019-12-13 16:08:39:589,2.918991,2.779753
2019-12-13 16:08:39:634,2.934802,2.782282
2019-12-13 16:08:39:689,2.960725,2.786378
2019-12-13 16:08:39:728,2.96909,2.787132
2019-12-13 16:08:39:774,2.998258,2.789809
2019-12-13 16:08:39:808,3.011881,2.790651
2019-12-13 16:08:39:851,3.023964,2.789331
2019-12-13 16:08:39:890,3.041675,2.786618
2019-12-13 16:08:39:925,3.054787,2.783796
2019-12-13 16:08:39:960,3.070272,2.779179
2019-12-13 16:08:39:996,3.086745,2.773475
2019-12-13 16:08:40:034,3.102882,2.767735
2019-12-13 16:08:40:088,3.136498,2.754734
2019-12-13 16:08:40:126,3.154285,2.742992
2019-12-13 16:08:40:165,3.172771,2.735799
2019-12-13 16:08:40:203,3.206414,2.715749
2019-12-13 16:08:40:244,3.223544,2.709311
2019-12-13 16:08:40:291,3.238942,2.700665
2019-12-13 16:08:40:328,3.254004,2.692732
2019-12-13 16:08:40:364,3.267395,2.684921
2019-12-13 16:08:40:398,3.279939,2.678728
2019-12-13 16:08:40:432,3.305315,2.67017
2019-12-13 16:08:40:468,3.305315,2.67017
2019-12-13 16:08:40:507,3.324739,2.661583
2019-12-13 16:08:40:556,3.335436,2.658293
2019-12-13 16:08:40:599,3.345102,2.653147
2019-12-13 16:08:40:634,3.361892,2.641463
2019-12-13 16:08:40:675,3.369515,2.636338
2019-12-13 16:08:40:722,3.379744,2.629989
2019-12-13 16:08:40:758,3.387561,2.62458
2019-12-13 16:08:40:799,3.393931,2.621071
2019-12-13 16:08:40:833,3.401697,2.615909
2019-12-13 16:08:40:867,3.410654,2.61091
2019-12-13 16:08:40:904,3.425659,2.605985
2019-12-13 16:08:40:942,3.432523,2.604923
2019-12-13 16:08:40:988,3.440542,2.604733
2019-12-13 16:08:41:023,3.447108,2.604215
2019-12-13 16:08:41:057,3.454974,2.604589
2019-12-13 16:08:41:094,3.463478,2.606175
2019-12-13 16:08:41:132,3.469074,2.608065
2019-12-13 16:08:41:173,3.486148,2.613699
2019-12-13 16:08:41:220,3.497446,2.619287
2019-12-13 16:08:41:257,3.510134,2.625352
2019-12-13 16:08:41:292,3.520592,2.629132
2019-12-13 16:08:41:332,3.535013,2.636508
2019-12-13 16:08:41:363,3.546475,2.642079
2019-12-13 16:08:41:402,3.561571,2.649667
2019-12-13 16:08:41:439,3.596396,2.671928
2019-12-13 16:08:41:476,3.610923,2.679383
2019-12-13 16:08:41:516,3.630062,2.688052
2019-12-13 16:08:41:551,3.646592,2.69651
2019-12-13 16:08:41:592,3.667803,2.70669
2019-12-13 16:08:41:633,3.682035,2.712946
2019-12-13 16:08:41:673,3.697066,2.721033
2019-12-13 16:08:41:721,3.729271,2.733982
2019-12-13 16:08:41:756,3.743501,2.738587
2019-12-13 16:08:41:795,3.75434,2.741911
2019-12-13 16:08:41:832,3.768848,2.746272
2019-12-13 16:08:41:871,3.78099,2.748752
2019-12-13 16:08:41:909,3.806193,2.753932
2019-12-13 16:08:41:941,3.819035,2.754852
2019-12-13 16:08:41:985,3.834095,2.755687
2019-12-13 16:08:42:021,3.847323,2.756961
2019-12-13 16:08:42:060,3.861852,2.756301
2019-12-13 16:08:42:097,3.875911,2.756344
2019-12-13 16:08:42:131,3.889883,2.75454
2019-12-13 16:08:42:166,3.905674,2.750491
2019-12-13 16:08:42:200,3.918911,2.748163
2019-12-13 16:08:42:233,3.951676,2.736239
2019-12-13 16:08:42:273,3.964321,2.728678
2019-12-13 16:08:42:315,3.98001,2.718948
2019-12-13 16:08:42:351,3.994956,2.7092
2019-12-13 16:08:42:392,4.009725,2.698361
2019-12-13 16:08:42:429,4.026314,2.686462
2019-12-13 16:08:42:472,4.038356,2.675458
2019-12-13 16:08:42:518,4.066066,2.655908
2019-12-13 16:08:42:552,4.081475,2.645894
2019-12-13 16:08:42:595,4.093329,2.639227
2019-12-13 16:08:42:636,4.106887,2.634283
2019-12-13 16:08:42:674,4.130418,2.627609
2019-12-13 16:08:42:713,4.142147,2.624969
2019-12-13 16:08:42:752,4.152918,2.622963
2019-12-13 16:08:42:790,4.163681,2.619177
2019-12-13 16:08:42:825,4.17456,2.615447
2019-12-13 16:08:42:861,4.185431,2.612574
2019-12-13 16:08:42:898,4.196762,2.609047
2019-12-13 16:08:42:936,4.219991,2.605643
2019-12-13 16:08:42:975,4.235655,2.603942
2019-12-13 16:08:43:016,4.245387,2.603002
2019-12-13 16:08:43:054,4.259904,2.602918
2019-12-13 16:08:43:091,4.274059,2.602103
2019-12-13 16:08:43:132,4.287735,2.603605
2019-12-13 16:08:43:187,4.317802,2.608641
2019-12-13 16:08:43:225,4.332742,2.612713
2019-12-13 16:08:43:270,4.345089,2.616268
2019-12-13 16:08:43:306,4.375079,2.63193
2019-12-13 16:08:43:341,4.390097,2.640939
2019-12-13 16:08:43:389,4.400485,2.650103
2019-12-13 16:08:43:424,4.417672,2.663382
2019-12-13 16:08:43:458,4.427929,2.676222
2019-12-13 16:08:43:500,4.441611,2.683488
2019-12-13 16:08:43:536,4.463756,2.702274
2019-12-13 16:08:43:589,4.471006,2.710645
2019-12-13 16:08:43:630,4.485973,2.719581
2019-12-13 16:08:43:675,4.492015,2.724315
2019-12-13 16:08:43:709,4.515965,2.745315
2019-12-13 16:08:43:724,4.515965,2.745315
2019-12-13 16:08:43:767,4.519003,2.750367
2019-12-13 16:08:43:802,4.522876,2.756574
2019-12-13 16:08:43:842,4.522865,2.757562
2019-12-13 16:08:43:892,4.52467,2.765734
2019-12-13 16:08:43:931,4.526498,2.769711
2019-12-13 16:08:43:985,4.428266,2.877294
2019-12-13 16:08:44:023,4.425698,2.879755
2019-12-13 16:08:44:062,4.425556,2.878844
2019-12-13 16:08:44:100,4.417167,2.877381
2019-12-13 16:08:44:139,4.383492,2.861057
