2019-12-13 16:08:24:643, no_human
2019-12-13 16:08:24:653, no_human
2019-12-13 16:08:24:874, no_human
2019-12-13 16:08:24:942, no_human
2019-12-13 16:08:24:958, no_human
2019-12-13 16:08:24:975, no_human
2019-12-13 16:08:24:992, no_human
2019-12-13 16:08:25:008, no_human
2019-12-13 16:08:25:025, no_human
2019-12-13 16:08:25:046, no_human
2019-12-13 16:08:25:058, no_human
2019-12-13 16:08:25:074, no_human
2019-12-13 16:08:25:090, no_human
2019-12-13 16:08:25:107, no_human
2019-12-13 16:08:25:146, no_human
2019-12-13 16:08:25:151, no_human
2019-12-13 16:08:25:176, no_human
2019-12-13 16:08:25:201, no_human
2019-12-13 16:08:25:211, no_human
2019-12-13 16:08:25:226, no_human
2019-12-13 16:08:25:242, no_human
2019-12-13 16:08:25:282, no_human
2019-12-13 16:08:25:306, no_human
2019-12-13 16:08:25:334, no_human
2019-12-13 16:08:25:367, no_human
2019-12-13 16:08:25:399, no_human
2019-12-13 16:08:25:439, no_human
2019-12-13 16:08:25:465, no_human
2019-12-13 16:08:25:490, no_human
2019-12-13 16:08:25:515, no_human
2019-12-13 16:08:25:521, no_human
2019-12-13 16:08:25:556, no_human
2019-12-13 16:08:25:581, no_human
2019-12-13 16:08:25:586, no_human
2019-12-13 16:08:25:621, no_human
2019-12-13 16:08:25:646, no_human
2019-12-13 16:08:25:653, no_human
2019-12-13 16:08:25:690, no_human
2019-12-13 16:08:25:715, no_human
2019-12-13 16:08:25:722, no_human
2019-12-13 16:08:25:758, no_human
2019-12-13 16:08:25:785, no_human
2019-12-13 16:08:25:813, no_human
2019-12-13 16:08:25:822, no_human
2019-12-13 16:08:25:859, no_human
2019-12-13 16:08:25:889, no_human
2019-12-13 16:08:25:916, no_human
2019-12-13 16:08:25:925, no_human
2019-12-13 16:08:25:967, no_human
2019-12-13 16:08:25:995, no_human
2019-12-13 16:08:26:031, no_human
2019-12-13 16:08:26:062, no_human
2019-12-13 16:08:26:088, no_human
2019-12-13 16:08:26:114, no_human
2019-12-13 16:08:26:120, no_human
2019-12-13 16:08:26:167, no_human
2019-12-13 16:08:26:195, no_human
2019-12-13 16:08:26:222, no_human
2019-12-13 16:08:26:247, no_human
2019-12-13 16:08:26:253, no_human
2019-12-13 16:08:26:289, no_human
2019-12-13 16:08:26:316, no_human
2019-12-13 16:08:26:324, no_human
2019-12-13 16:08:26:359, no_human
2019-12-13 16:08:29:687,-0.07355368,1.7209722.760366
2019-12-13 16:08:29:719,-0.07256108,1.7199832.760732
2019-12-13 16:08:29:753,-0.07188604,1.7194722.760969
2019-12-13 16:08:29:792,-0.07033979,1.7180092.761103
2019-12-13 16:08:29:825,-0.06984615,1.7177242.761154
2019-12-13 16:08:29:858,-0.06900317,1.7172932.761988
2019-12-13 16:08:29:897,-0.06758482,1.7164352.761925
2019-12-13 16:08:29:928,-0.06638332,1.7161322.761402
2019-12-13 16:08:29:964,-0.06573083,1.7159182.761313
2019-12-13 16:08:30:000,-0.06482834,1.7156632.761223
2019-12-13 16:08:30:034,-0.06415018,1.7159622.761279
2019-12-13 16:08:30:070,-0.06355182,1.7160592.761097
2019-12-13 16:08:30:111,-0.06341538,1.7162982.760647
2019-12-13 16:08:30:134,-0.06433301,1.7171882.758437
2019-12-13 16:08:30:167,-0.06543869,1.7177752.75665
2019-12-13 16:08:30:209,-0.06750289,1.7189022.754097
2019-12-13 16:08:30:262,-0.06977178,1.7191262.7521
2019-12-13 16:08:30:296,-0.07192662,1.7193862.750956
2019-12-13 16:08:30:329,-0.07413997,1.7190892.749842
2019-12-13 16:08:30:368,-0.07694917,1.7189592.748893
2019-12-13 16:08:30:421,-0.08104027,1.7183912.746751
2019-12-13 16:08:30:458,-0.08241312,1.7181192.746273
2019-12-13 16:08:30:507,-0.08374408,1.7181582.74586
2019-12-13 16:08:30:542,-0.08422673,1.7181472.745664
2019-12-13 16:08:30:574,-0.08456623,1.7182952.745855
2019-12-13 16:08:30:607,-0.08483025,1.7182952.745784
2019-12-13 16:08:30:643,-0.0853045,1.718472.745789
2019-12-13 16:08:30:684,-0.08566207,1.7183662.745879
2019-12-13 16:08:30:723,-0.08570185,1.7183992.745844
2019-12-13 16:08:30:767,-0.08581412,1.7184372.745734
2019-12-13 16:08:30:803,-0.08597244,1.7183322.745661
2019-12-13 16:08:30:838,-0.08606413,1.7182912.745571
2019-12-13 16:08:30:872,-0.08644266,1.7182432.745201
2019-12-13 16:08:30:909,-0.08689987,1.7184762.745263
2019-12-13 16:08:30:967,-0.08703747,1.7184532.745243
2019-12-13 16:08:31:006,-0.08815634,1.7181852.744762
2019-12-13 16:08:31:057,-0.08870697,1.7180372.744775
2019-12-13 16:08:31:100,-0.08927928,1.7181462.744998
2019-12-13 16:08:31:140,-0.09072261,1.7180942.744488
2019-12-13 16:08:31:176,-0.09184706,1.7181592.744687
2019-12-13 16:08:31:220,-0.09257957,1.7182092.74447
2019-12-13 16:08:31:258,-0.09354684,1.7184072.744106
2019-12-13 16:08:31:295,-0.09513876,1.7183482.743718
2019-12-13 16:08:31:328,-0.09572135,1.7184862.743518
2019-12-13 16:08:31:364,-0.09739475,1.7185492.743227
2019-12-13 16:08:31:398,-0.09875921,1.718432.742676
2019-12-13 16:08:31:432,-0.1013639,1.7183252.742451
2019-12-13 16:08:31:467,-0.1025354,1.718562.742214
2019-12-13 16:08:31:500,-0.1034813,1.7185612.742302
2019-12-13 16:08:31:538,-0.1046722,1.7185582.742693
2019-12-13 16:08:31:571,-0.1059008,1.7185222.742569
2019-12-13 16:08:31:605,-0.1072797,1.7183222.742459
2019-12-13 16:08:31:641,-0.1078776,1.7185192.742611
2019-12-13 16:08:31:674,-0.1090788,1.718852.743119
2019-12-13 16:08:31:707,-0.1107927,1.7189312.744476
2019-12-13 16:08:31:739,-0.1114175,1.7190282.744621
2019-12-13 16:08:31:752,-0.1114175,1.7190282.744621
2019-12-13 16:08:31:788,-0.1122527,1.7195912.74542
2019-12-13 16:08:31:822,-0.1132362,1.7199482.746268
2019-12-13 16:08:31:856,-0.114135,1.7198892.746599
2019-12-13 16:08:31:894,-0.1150479,1.7200282.747575
2019-12-13 16:08:31:938,-0.1156735,1.7202872.748098
2019-12-13 16:08:31:990,-0.1180653,1.7208932.748798
2019-12-13 16:08:32:028,-0.1204824,1.7210292.749637
2019-12-13 16:08:32:071,-0.1226138,1.7212342.750459
2019-12-13 16:08:32:110,-0.1288835,1.7217172.75175
2019-12-13 16:08:32:125,-0.1288835,1.7217172.75175
2019-12-13 16:08:32:166,-0.1332477,1.7215752.752265
2019-12-13 16:08:32:201,-0.1423018,1.7222692.753376
2019-12-13 16:08:32:238,-0.1476009,1.7223422.753407
2019-12-13 16:08:32:291,-0.1536221,1.7226532.753419
2019-12-13 16:08:32:353,-0.1664523,1.7227322.752975
2019-12-13 16:08:32:405,-0.1731844,1.7220082.751713
2019-12-13 16:08:32:465,-0.1862315,1.7218772.750019
2019-12-13 16:08:32:522,-0.1987134,1.7215192.749226
2019-12-13 16:08:32:557,-0.2038124,1.7223882.749259
2019-12-13 16:08:32:590,-0.209154,1.7226792.748335
2019-12-13 16:08:32:622,-0.2144965,1.7231112.748327
2019-12-13 16:08:32:657,-0.217675,1.7234682.748077
2019-12-13 16:08:32:695,-0.2221166,1.7237992.746976
2019-12-13 16:08:32:728,-0.2262501,1.7239522.745946
2019-12-13 16:08:32:765,-0.2293775,1.7249352.746267
2019-12-13 16:08:32:799,-0.2319583,1.7254382.745594
2019-12-13 16:08:32:829,-0.2339308,1.7260922.745128
2019-12-13 16:08:32:865,-0.236456,1.7270862.744923
2019-12-13 16:08:32:900,-0.240214,1.7260532.743564
2019-12-13 16:08:32:932,-0.2422398,1.7256522.742697
2019-12-13 16:08:32:967,-0.2433124,1.7253382.74219
2019-12-13 16:08:33:001,-0.2445626,1.7250622.7419
2019-12-13 16:08:33:033,-0.2451323,1.7249032.741945
2019-12-13 16:08:33:076,-0.2454606,1.7249642.741812
2019-12-13 16:08:33:122,-0.2455484,1.724932.741673
2019-12-13 16:08:33:157,-0.2455134,1.7248612.741617
2019-12-13 16:08:33:199,-0.2454342,1.7249592.741709
2019-12-13 16:08:33:244,-0.2443511,1.7247662.741835
2019-12-13 16:08:33:284,-0.2420913,1.7247222.742804
2019-12-13 16:08:33:326,-0.2391734,1.7241452.742949
2019-12-13 16:08:33:363,-0.2355691,1.7241872.744125
2019-12-13 16:08:33:396,-0.2307747,1.7243022.745109
2019-12-13 16:08:33:430,-0.223298,1.7236342.745608
2019-12-13 16:08:33:468,-0.2057031,1.7211862.749201
2019-12-13 16:08:33:504,-0.1933705,1.7217022.750291
2019-12-13 16:08:33:539,-0.1806966,1.7197062.750427
2019-12-13 16:08:33:562,-0.166872,1.7186312.752544
2019-12-13 16:08:33:587,-0.166872,1.7186312.752544
2019-12-13 16:08:33:623,-0.1496414,1.7174642.75428
2019-12-13 16:08:33:654,-0.1335402,1.7161112.756667
2019-12-13 16:08:33:691,-0.1172605,1.7162312.757735
2019-12-13 16:08:33:724,-0.09875992,1.7128572.761261
2019-12-13 16:08:33:764,-0.07785523,1.7121242.7615
2019-12-13 16:08:33:802,-0.05255868,1.7074462.765806
2019-12-13 16:08:33:856,-0.006407081,1.7013742.772992
2019-12-13 16:08:33:894,0.01518274,1.6982922.777209
2019-12-13 16:08:33:927,0.03875018,1.6937462.78351
2019-12-13 16:08:33:964,0.06235953,1.690132.790904
2019-12-13 16:08:33:997,0.08972676,1.688482.799116
2019-12-13 16:08:34:027,0.1101848,1.6862252.806019
2019-12-13 16:08:34:061,0.1272391,1.6855572.814199
2019-12-13 16:08:34:097,0.1535779,1.6794152.824797
2019-12-13 16:08:34:129,0.1713719,1.6799652.831157
2019-12-13 16:08:34:167,0.1891863,1.6785432.839395
2019-12-13 16:08:34:207,0.227613,1.6734882.859846
2019-12-13 16:08:34:238,0.2431966,1.6742882.865004
2019-12-13 16:08:34:253,0.2431966,1.6742882.865004
2019-12-13 16:08:34:290,0.2601877,1.6733122.876478
2019-12-13 16:08:34:328,0.2685648,1.6734282.87893
2019-12-13 16:08:34:363,0.2824956,1.6720872.887373
2019-12-13 16:08:34:397,0.3010968,1.673072.899291
2019-12-13 16:08:34:428,0.3010968,1.673072.899291
2019-12-13 16:08:34:464,0.3163215,1.6701592.90683
2019-12-13 16:08:34:501,0.3263659,1.6695292.910369
2019-12-13 16:08:34:538,0.3481836,1.6668232.91861
2019-12-13 16:08:34:585,0.3570645,1.6678992.924422
2019-12-13 16:08:34:628,0.3640487,1.6719332.923975
2019-12-13 16:08:34:666,0.3770139,1.6697912.926284
2019-12-13 16:08:34:708,0.3982239,1.6683192.928049
2019-12-13 16:08:34:750,0.4102405,1.6684322.927232
2019-12-13 16:08:34:789,0.4210658,1.6666442.926267
2019-12-13 16:08:34:831,0.4333122,1.6693722.928257
2019-12-13 16:08:34:868,0.4451143,1.6691682.927177
2019-12-13 16:08:34:904,0.4685392,1.6695572.921915
2019-12-13 16:08:34:940,0.4818639,1.670182.914475
2019-12-13 16:08:34:989,0.4975684,1.6628642.905048
2019-12-13 16:08:35:025,0.5139117,1.6641862.897037
2019-12-13 16:08:35:072,0.5263233,1.6659212.888081
2019-12-13 16:08:35:108,0.5505134,1.6794062.869377
2019-12-13 16:08:35:120,0.5505134,1.6794062.869377
2019-12-13 16:08:35:161,0.5630053,1.6826422.863358
2019-12-13 16:08:35:198,0.5750717,1.6869582.855282
2019-12-13 16:08:35:233,0.5974178,1.6877612.840485
2019-12-13 16:08:35:275,0.6063016,1.6938792.831633
2019-12-13 16:08:35:312,0.6134589,1.6978292.826514
2019-12-13 16:08:35:351,0.6253861,1.7034562.822688
2019-12-13 16:08:35:395,0.6230142,1.7158592.818464
2019-12-13 16:08:35:431,0.6217728,1.7271162.813666
2019-12-13 16:08:35:467,0.6206305,1.7364712.810182
2019-12-13 16:08:35:505,0.6235314,1.7446992.797002
2019-12-13 16:08:35:538,0.6330571,1.7428022.799772
2019-12-13 16:08:35:576,0.6411107,1.7454312.801558
2019-12-13 16:08:35:611,0.6479465,1.7467452.800598
2019-12-13 16:08:35:634,0.6465057,1.7520292.798258
2019-12-13 16:08:35:655,0.6465057,1.7520292.798258
2019-12-13 16:08:35:701,0.6830451,1.745022.809487
2019-12-13 16:08:35:736,0.6913649,1.7442622.812333
2019-12-13 16:08:35:775,0.6952222,1.7448972.812407
2019-12-13 16:08:35:823,0.7038415,1.7463552.821161
2019-12-13 16:08:35:867,0.7159342,1.7449992.829171
2019-12-13 16:08:35:903,0.743916,1.7361612.838751
2019-12-13 16:08:35:939,0.7640001,1.7291732.853059
2019-12-13 16:08:35:976,0.7786313,1.724222.864614
2019-12-13 16:08:36:015,0.7902022,1.7212792.873545
2019-12-13 16:08:36:051,0.8056142,1.7173452.889109
2019-12-13 16:08:36:090,0.8161816,1.7164782.896768
2019-12-13 16:08:36:130,0.8319307,1.7164182.909732
2019-12-13 16:08:36:177,0.901404,1.6764242.930791
2019-12-13 16:08:36:221,0.908645,1.677812.930969
2019-12-13 16:08:36:255,0.9336181,1.6597732.95
2019-12-13 16:08:36:292,0.943994,1.657712.953403
2019-12-13 16:08:36:332,0.9547092,1.6565282.96555
2019-12-13 16:08:36:370,0.9773049,1.653012.979865
2019-12-13 16:08:36:407,0.9909928,1.6505052.986872
2019-12-13 16:08:36:457,0.9981765,1.6478482.99252
2019-12-13 16:08:36:495,1.00743,1.6452742.996932
2019-12-13 16:08:36:536,1.016485,1.6435183.000191
2019-12-13 16:08:36:590,1.031348,1.6398163.004885
2019-12-13 16:08:36:628,1.036562,1.6382693.006483
2019-12-13 16:08:36:666,1.041883,1.633722.997759
2019-12-13 16:08:36:701,1.045991,1.6356122.989231
2019-12-13 16:08:36:739,1.048736,1.634222.985806
2019-12-13 16:08:36:789,1.048685,1.6322632.97649
2019-12-13 16:08:36:826,1.047992,1.6317962.968217
2019-12-13 16:08:36:863,1.046491,1.6308862.958148
2019-12-13 16:08:36:908,1.043826,1.6308812.946897
2019-12-13 16:08:36:943,1.036962,1.6300942.928134
2019-12-13 16:08:36:992,1.033599,1.6295582.917188
2019-12-13 16:08:37:030,1.030345,1.631252.905063
2019-12-13 16:08:37:067,1.027491,1.6343452.890317
2019-12-13 16:08:37:101,1.023611,1.6410372.866752
2019-12-13 16:08:37:139,1.020736,1.6479272.853821
2019-12-13 16:08:37:184,1.01801,1.6538522.842153
2019-12-13 16:08:37:222,1.01512,1.6568842.831079
2019-12-13 16:08:37:256,1.012444,1.6595312.81948
2019-12-13 16:08:37:292,1.011116,1.6603982.81481
2019-12-13 16:08:37:327,1.009517,1.6606582.808098
2019-12-13 16:08:37:364,1.007266,1.6603852.802426
2019-12-13 16:08:37:399,1.004887,1.6594582.795918
2019-12-13 16:08:37:438,0.999244,1.6593172.784337
2019-12-13 16:08:37:477,0.9975128,1.6600922.781026
2019-12-13 16:08:37:518,0.9958417,1.6608142.778311
2019-12-13 16:08:37:558,0.9935194,1.6627112.774701
2019-12-13 16:08:37:598,0.9915519,1.6641332.772947
2019-12-13 16:08:37:634,0.9899152,1.6663222.770021
2019-12-13 16:08:37:685,0.985257,1.669962.764145
2019-12-13 16:08:37:724,0.9836369,1.6717872.760486
2019-12-13 16:08:37:764,0.9812055,1.6738472.756455
2019-12-13 16:08:37:798,0.9803535,1.6751682.754216
2019-12-13 16:08:37:832,0.979741,1.6760192.752853
2019-12-13 16:08:37:872,0.9798383,1.6777322.745404
2019-12-13 16:08:37:918,0.9817435,1.678452.740355
2019-12-13 16:08:37:955,0.9842684,1.6799072.734498
2019-12-13 16:08:38:002,0.9880089,1.6804762.727028
2019-12-13 16:08:38:040,0.9973323,1.6824192.708459
2019-12-13 16:08:38:084,0.9983866,1.682872.7011
2019-12-13 16:08:38:124,0.9993306,1.6836492.695418
2019-12-13 16:08:38:166,1.000238,1.6846922.691152
2019-12-13 16:08:38:202,0.999805,1.685952.685371
2019-12-13 16:08:38:236,0.9958395,1.6921072.673879
2019-12-13 16:08:38:273,0.9941237,1.6943262.669822
2019-12-13 16:08:38:323,0.9922805,1.696162.66515
2019-12-13 16:08:38:362,0.9911405,1.697392.658949
2019-12-13 16:08:38:402,0.987943,1.6995332.653394
2019-12-13 16:08:38:440,0.9805914,1.7043062.644235
2019-12-13 16:08:38:485,0.9774382,1.7051052.639508
2019-12-13 16:08:38:529,0.9725109,1.7067942.635595
2019-12-13 16:08:38:569,0.9665476,1.7079232.633706
2019-12-13 16:08:38:605,0.954601,1.7078962.627847
2019-12-13 16:08:38:640,0.9470073,1.7071442.62534
2019-12-13 16:08:38:690,0.9400231,1.7074492.624913
2019-12-13 16:08:38:738,0.9324459,1.7060252.624971
2019-12-13 16:08:38:785,0.9157795,1.7050592.623824
2019-12-13 16:08:38:823,0.9072034,1.7033222.625506
2019-12-13 16:08:38:866,0.8946673,1.7020112.627971
2019-12-13 16:08:38:901,0.8834056,1.7011042.63076
2019-12-13 16:08:38:938,0.8561181,1.6983272.640818
2019-12-13 16:08:38:975,0.8435398,1.6979572.644893
2019-12-13 16:08:39:012,0.8287379,1.6958432.65194
2019-12-13 16:08:39:051,0.8135381,1.6973422.659344
2019-12-13 16:08:39:090,0.7979047,1.6947132.666725
2019-12-13 16:08:39:131,0.7795117,1.6958792.675754
2019-12-13 16:08:39:171,0.7425302,1.7026852.697204
2019-12-13 16:08:39:205,0.7234325,1.7082992.707304
2019-12-13 16:08:39:242,0.705771,1.7106022.717587
2019-12-13 16:08:39:290,0.6852098,1.7142082.727236
2019-12-13 16:08:39:326,0.6711138,1.7134652.734482
2019-12-13 16:08:39:361,0.6550087,1.7155382.743779
2019-12-13 16:08:39:400,0.6376641,1.7148292.751105
2019-12-13 16:08:39:434,0.6065339,1.7191482.763381
2019-12-13 16:08:39:472,0.5911633,1.7183272.768538
2019-12-13 16:08:39:507,0.5773961,1.7199522.773041
2019-12-13 16:08:39:547,0.5617682,1.719622.77768
2019-12-13 16:08:39:589,0.5510088,1.7202322.779753
2019-12-13 16:08:39:634,0.5351981,1.7200342.782282
2019-12-13 16:08:39:689,0.509275,1.7203092.786378
2019-12-13 16:08:39:728,0.5009099,1.7187212.787132
2019-12-13 16:08:39:774,0.4717419,1.7194732.789809
2019-12-13 16:08:39:808,0.4581195,1.7179422.790651
2019-12-13 16:08:39:851,0.4460362,1.7185622.789331
2019-12-13 16:08:39:890,0.4283246,1.7171192.786618
2019-12-13 16:08:39:925,0.4152128,1.7142182.783796
2019-12-13 16:08:39:960,0.3997276,1.7145212.779179
2019-12-13 16:08:39:996,0.3832549,1.7145672.773475
2019-12-13 16:08:40:034,0.3671183,1.7136682.767735
2019-12-13 16:08:40:088,0.3335024,1.7148962.754734
2019-12-13 16:08:40:126,0.315715,1.718632.742992
2019-12-13 16:08:40:165,0.2972287,1.7233932.735799
2019-12-13 16:08:40:203,0.2635862,1.7301772.715749
2019-12-13 16:08:40:244,0.2464561,1.7342882.709311
2019-12-13 16:08:40:291,0.2310584,1.7358062.700665
2019-12-13 16:08:40:328,0.2159956,1.7355832.692732
2019-12-13 16:08:40:364,0.2026054,1.7357332.684921
2019-12-13 16:08:40:398,0.1900609,1.7372342.678728
2019-12-13 16:08:40:432,0.1646848,1.7397382.67017
2019-12-13 16:08:40:468,0.1646848,1.7397382.67017
2019-12-13 16:08:40:507,0.1452607,1.7443822.661583
2019-12-13 16:08:40:556,0.1345637,1.7453782.658293
2019-12-13 16:08:40:599,0.1248977,1.7483732.653147
2019-12-13 16:08:40:634,0.1081085,1.7484752.641463
2019-12-13 16:08:40:675,0.1004851,1.7482782.636338
2019-12-13 16:08:40:722,0.09025566,1.7442662.629989
2019-12-13 16:08:40:758,0.08243893,1.7440492.62458
2019-12-13 16:08:40:799,0.07606921,1.7438092.621071
2019-12-13 16:08:40:833,0.06830312,1.7417942.615909
2019-12-13 16:08:40:867,0.05934566,1.7401262.61091
2019-12-13 16:08:40:904,0.04434104,1.7342612.605985
2019-12-13 16:08:40:942,0.03747674,1.7337112.604923
2019-12-13 16:08:40:988,0.02945795,1.7316272.604733
2019-12-13 16:08:41:023,0.02289223,1.7300332.604215
