2019-12-23 17:40:54:752, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:54:784, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:54:820, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:54:851, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:54:885, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:54:918, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:54:952, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:54:986, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:018, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:054, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:086, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:118, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:152, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:184, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:218, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:252, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:284, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:319, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:351, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:384, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:418, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:452, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:485, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:518, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:552, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:583, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:619, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:651, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:688, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:718, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:755, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:785, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:821, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:853, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:887, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:920, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:952, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:55:984, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:56:021, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:56:051, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:56:089, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:56:137, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:56:176, no_human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23 17:40:56:296,0.889524,0.8547858,2.235453,0.8824752,1.190195,2.258932,0.8705364,1.514708,2.26861,0.9033593,1.647156,2.218435,0.6818347,1.417138,2.250755,0.610908,1.165561,2.223109,0.5982785,0.9209117,2.126334,0.6059502,0.8566976,2.117923,1.068659,1.365165,2.275274,1.121883,1.097681,2.249718,1.178493,0.9218059,2.114405,1.189397,0.8672268,2.084147,0.7865203,0.8704709,2.191908,0.7577202,0.4920269,2.176324,0.7934998,0.07882774,2.1718,0.7802734,0.07851565,2.095703,0.9629995,0.8472228,2.205094,1.01306,0.4892725,2.225541,0.9676332,0.07259226,2.372006,1.011719,0.04824221,2.316406,0.8743871,1.43505,2.268578,0.6128144,0.7502246,2.120867,0.6602246,0.8763145,2.114333,1.211492,0.8049123,2.057856,1.187175,1.092545,2.031
2019-12-23 17:40:56:354,0.8735507,0.8564909,2.19577,0.8611311,1.189439,2.227361,0.8439073,1.511474,2.24427,0.8482296,1.649853,2.195657,0.6589948,1.413382,2.24362,0.5972021,1.163557,2.203808,0.5781156,0.9312809,2.074834,0.5810849,0.8612745,2.039993,1.022439,1.375288,2.210835,1.074035,1.136916,2.182902,1.077109,0.9590426,2.046552,1.054161,0.8947914,2.013911,0.7729105,0.8690914,2.165568,0.754932,0.4944149,2.168728,0.792407,0.07861543,2.163567,0.7807578,0.0784384,2.093242,0.9448414,0.8523489,2.151408,1.014371,0.5147157,2.122432,1.018369,0.1046435,2.32426,1.05713,0.06604862,2.245076,0.8490785,1.432444,2.242506,0.5930185,0.7882547,2.035354,0.5543235,0.8068364,2.063778,1.043714,0.8471757,1.943793,1.061323,1.121551,1.942269
2019-12-23 17:40:56:391,0.8682899,0.8622032,2.183396,0.8537064,1.193404,2.215474,0.8344412,1.513616,2.233179,0.8344242,1.652275,2.185397,0.6515885,1.41352,2.238408,0.5928345,1.163455,2.198715,0.5760615,0.935102,2.066789,0.5786101,0.8703475,2.026309,1.013885,1.379107,2.193822,1.070245,1.144457,2.164579,1.068162,0.9603621,2.034649,1.042259,0.8996592,2.001254,0.7679734,0.8739737,2.153809,0.7542697,0.4978136,2.160235,0.7930548,0.07873929,2.15998,0.7802907,0.07879829,2.092836,0.9393251,0.8585076,2.139094,1.006477,0.5145559,2.089566,1.030933,0.1042264,2.296932,1.065991,0.06730068,2.220294,0.8400975,1.435048,2.231189,0.589749,0.8021308,2.013241,0.5333979,0.8746936,2.021762,1.026419,0.8491696,1.934445,1.063692,1.158188,1.95427
2019-12-23 17:40:56:430,0.8654894,0.865834,2.1732,0.8490773,1.195739,2.204242,0.827893,1.514466,2.220989,0.8233216,1.653687,2.175531,0.6459801,1.414052,2.234275,0.5893803,1.165206,2.197267,0.5731459,0.9402665,2.062685,0.5774278,0.8738552,2.017576,1.014004,1.379321,2.19376,1.065628,1.149267,2.149513,1.062718,0.9575275,2.014011,1.037418,0.8973001,1.988787,0.7656904,0.8766999,2.147346,0.7536746,0.5004696,2.15087,0.7942229,0.07617211,2.158167,0.7804837,0.07405615,2.089353,0.9359216,0.8630289,2.124443,0.9965342,0.5248129,2.054258,1.047808,0.1091108,2.227001,1.080592,0.0820477,2.138948,0.8340281,1.436287,2.219228,0.589111,0.8083781,2.002419,0.5290917,0.8866531,2.013944,1.020925,0.8440223,1.92853,1.01085,1.038308,2.020187
2019-12-23 17:40:56:467,0.8565319,0.8757079,2.151968,0.8395774,1.20198,2.181221,0.8180771,1.517094,2.196124,0.8015718,1.659439,2.146034,0.6356778,1.413546,2.22205,0.5837063,1.16525,2.193285,0.5696467,0.944137,2.057614,0.5742391,0.8742748,2.012752,0.9954619,1.393246,2.145787,1.068463,1.152376,2.122727,1.069799,0.9587873,1.990494,1.059566,0.9034678,1.953437,0.758444,0.8837047,2.130952,0.7533237,0.5016897,2.139621,0.7950603,0.07590556,2.156636,0.7859111,0.06908286,2.084656,0.9253194,0.8756211,2.099089,0.9796198,0.5282064,2.002731,1.065024,0.1226321,2.081108,1.030701,0.09564936,1.953908,0.8242601,1.439822,2.194829,0.5879554,0.8138431,1.990191,0.5402093,0.8895786,2.000385,1.047403,0.8265964,1.917634,1.011257,1.099102,1.990125
2019-12-23 17:40:56:504,0.8487976,0.8740007,2.140616,0.8340614,1.201811,2.168758,0.8146937,1.518432,2.182589,0.7938259,1.660648,2.131493,0.6314036,1.412477,2.214279,0.5812597,1.163217,2.188863,0.5672212,0.9435381,2.055692,0.5716665,0.8703976,2.015582,0.9910282,1.398386,2.125349,1.073516,1.152696,2.102124,1.082794,0.9591666,1.972867,1.075225,0.8966552,1.935454,0.7500643,0.8761231,2.121322,0.7539218,0.5026793,2.132678,0.7947794,0.07503021,2.157453,0.8062477,0.0662986,2.091871,0.9172395,0.8799878,2.084426,0.9722768,0.528047,1.9832,1.062248,0.1272032,2.013341,1.02389,0.1001734,1.884502,0.8203463,1.440781,2.181556,0.5870866,0.7981117,1.999073,0.5294651,0.8649465,2.01284,1.067779,0.8158,1.913479,1.0129,1.110644,1.970846
2019-12-23 17:40:56:566,0.8421936,0.8734379,2.131967,0.8290714,1.201777,2.155954,0.8117509,1.519048,2.164668,0.7862331,1.662184,2.112649,0.6291837,1.411238,2.203924,0.580655,1.157826,2.182898,0.5655495,0.9388815,2.055713,0.567805,0.8593041,2.02231,0.9883007,1.400568,2.108818,1.077066,1.155786,2.089011,1.092591,0.9595141,1.964803,1.095125,0.8932998,1.921314,0.7445309,0.8740166,2.115528,0.7540837,0.5009476,2.127559,0.7943243,0.07508445,2.157423,0.7890379,0.06695461,2.079191,0.910648,0.881237,2.074174,0.9669504,0.5258574,1.966176,1.046835,0.1434481,1.966345,1.002228,0.1313437,1.836613,0.8168402,1.441226,2.164991,0.5804355,0.7742597,2.012537,0.5184563,0.8510926,2.017778,1.087217,0.8134449,1.896613,1.054776,1.086694,1.942833
2019-12-23 17:40:56:673,0.8278043,0.8735465,2.093396,0.8225439,1.202295,2.106041,0.8132,1.519795,2.104058,0.7804637,1.662045,2.054144,0.6289876,1.411153,2.156198,0.5914552,1.128562,2.155288,0.5644885,0.8943654,2.063824,0.5668555,0.8360968,2.058621,0.9853632,1.404188,2.044342,1.09278,1.161828,2.040483,1.137751,0.9426495,1.926553,1.148691,0.8723245,1.897929,0.7310684,0.8728192,2.082026,0.7528632,0.5031408,2.107301,0.7933131,0.07795799,2.152582,0.7803933,0.06595075,2.065744,0.8956829,0.8822959,2.03169,0.9403902,0.5412027,1.907893,0.9938511,0.1767443,1.801584,0.9363267,0.1968398,1.683272,0.8163325,1.441954,2.106955,0.5823981,0.7418687,2.047417,0.5124413,0.8310081,2.058917,1.152874,0.791374,1.876476,1.154242,1.020245,1.907333
2019-12-23 17:40:56:723,0.8230156,0.8712524,2.053578,0.8233509,1.200494,2.063221,0.8188233,1.518172,2.058844,0.7851019,1.661996,2.008042,0.6324984,1.411897,2.11448,0.5984827,1.114318,2.136519,0.5654655,0.882302,2.073479,0.5657145,0.8345461,2.078598,0.9885117,1.398574,1.997991,1.102263,1.158016,2.000291,1.160809,0.9388369,1.903219,1.175255,0.8603145,1.8763,0.7263885,0.8710824,2.043357,0.7520636,0.4938071,2.078736,0.7929767,0.08158624,2.148647,0.7778795,0.06235039,2.057453,0.8904499,0.8795397,1.990999,0.9195455,0.543606,1.858755,0.9583157,0.1637724,1.746948,0.9010267,0.2012941,1.637296,0.8208255,1.440324,2.062294,0.5685899,0.7573369,2.079715,0.5157009,0.8342232,2.089682,1.184386,0.775485,1.862687,1.149776,1.009714,1.8905
2019-12-23 17:40:56:760,0.8206936,0.8723931,2.025749,0.8244527,1.20084,2.037587,0.8226294,1.517696,2.035579,0.7901079,1.662587,1.987092,0.6366432,1.411876,2.092871,0.6023483,1.114176,2.127913,0.5652859,0.8845295,2.075273,0.5603851,0.8371961,2.086304,0.9913382,1.395173,1.973328,1.108033,1.154516,1.977361,1.17003,0.9322348,1.883661,1.183393,0.8552666,1.858979,0.7235253,0.8725203,2.015915,0.751153,0.4878911,2.050277,0.7918693,0.08805573,2.144394,0.7773039,0.05884159,2.055851,0.8884186,0.8804261,1.962948,0.9097,0.5465291,1.83341,0.9412459,0.1590759,1.720283,0.8981575,0.169507,1.658414,0.8240232,1.440056,2.038418,0.5647421,0.7698354,2.08089,0.5159347,0.828184,2.099857,1.190062,0.7740976,1.839197,1.156925,1.000498,1.871286
2019-12-23 17:40:56:795,0.8216779,0.8735073,2.001152,0.8273464,1.201366,2.011106,0.8275239,1.517428,2.007509,0.7969189,1.661346,1.961958,0.6410429,1.41227,2.068619,0.6071368,1.116884,2.110601,0.563179,0.8952367,2.077054,0.5525012,0.8421943,2.095857,0.9967611,1.392163,1.947039,1.110364,1.152309,1.957998,1.176404,0.9313832,1.869601,1.190327,0.8506549,1.840963,0.7241579,0.8743294,1.990746,0.7518178,0.4856364,2.022248,0.7912462,0.09209979,2.138631,0.7774629,0.05510461,2.055321,0.8894292,0.8809018,1.939114,0.9038348,0.5566232,1.802063,0.9379233,0.178601,1.726969,0.8817052,0.2133752,1.60814,0.8284203,1.440009,2.010709,0.5687819,0.7699389,2.092378,0.5139693,0.8484328,2.102333,1.199271,0.7662563,1.825876,1.148946,1.031267,1.82425
2019-12-23 17:40:56:829,0.8221194,0.8744003,1.972804,0.830153,1.201919,1.987449,0.8321371,1.517586,1.987988,0.8026862,1.660488,1.939344,0.6454225,1.41327,2.04654,0.6104485,1.120932,2.097217,0.5624168,0.8976688,2.077058,0.5520263,0.843649,2.095883,0.999948,1.388757,1.924591,1.113439,1.147738,1.935381,1.181457,0.9240561,1.846533,1.193008,0.8448663,1.817711,0.7241951,0.8755112,1.962645,0.7494138,0.4908001,1.991621,0.7916111,0.09554672,2.133752,0.777656,0.05383015,2.051774,0.8899211,0.8815506,1.910765,0.9018396,0.5694214,1.773077,0.9398473,0.1778367,1.707456,0.9063536,0.1827499,1.644203,0.8326321,1.440269,1.9902,0.5572392,0.7745776,2.112135,0.5100078,0.8551396,2.103454,1.210054,0.7631856,1.81055,1.17406,0.9875143,1.8324
2019-12-23 17:40:56:866,0.8214002,0.8799184,1.928358,0.8345215,1.206842,1.941285,0.8416493,1.521559,1.940793,0.81183,1.662995,1.88988,0.6532402,1.420044,2.007986,0.6138591,1.132736,2.063355,0.5611957,0.9130627,2.05159,0.5491036,0.8618396,2.068001,1.00663,1.387262,1.873012,1.114313,1.143198,1.887935,1.179128,0.9177338,1.792772,1.186944,0.8392169,1.763564,0.7248425,0.8816319,1.91895,0.7418067,0.4925983,1.931676,0.793594,0.09449732,2.114581,0.7743493,0.04848731,2.031989,0.8871983,0.8864074,1.865729,0.9005968,0.57267,1.724991,0.9344493,0.1911968,1.704368,0.8756481,0.2302258,1.57714,0.8408712,1.44452,1.943182,0.5561087,0.7798317,2.099259,0.5080724,0.8651973,2.08592,1.200663,0.7649467,1.750281,1.146589,1.023966,1.745567
2019-12-23 17:40:56:908,0.820441,0.8849898,1.907908,0.8350294,1.21189,1.919768,0.8435906,1.526457,1.918265,0.8130593,1.668177,1.871437,0.6562998,1.42556,1.991915,0.6158617,1.138974,2.049742,0.5608906,0.9191658,2.034787,0.5479865,0.8627532,2.043101,1.006372,1.39142,1.845406,1.11021,1.148637,1.864173,1.173309,0.9225112,1.772857,1.177897,0.8441064,1.739977,0.7242294,0.8869328,1.899659,0.7308029,0.4992961,1.893783,0.7972853,0.09608424,2.104335,0.7751001,0.04625285,2.031331,0.8857253,0.8910896,1.844438,0.8980406,0.5727701,1.709972,0.9306195,0.1841176,1.703491,0.9089486,0.1836075,1.629418,0.8424625,1.449473,1.920892,0.5596074,0.7796826,2.070977,0.5052935,0.8600523,2.0595,1.18618,0.7675842,1.714226,1.120698,1.042139,1.7065
2019-12-23 17:40:56:952,0.8190925,0.890468,1.888126,0.8355885,1.216829,1.899783,0.8459154,1.530758,1.898089,0.812005,1.670783,1.851073,0.6615969,1.430068,1.974949,0.618225,1.148693,2.032004,0.5593813,0.9300434,2.00194,0.5458238,0.8671813,2.008602,1.005131,1.396319,1.823098,1.1043,1.153378,1.833678,1.161365,0.9339057,1.739056,1.164274,0.8481424,1.713557,0.7229655,0.8922613,1.883195,0.7123654,0.5232995,1.85225,0.8027838,0.1022055,2.075922,0.7785167,0.0711621,2.016481,0.8841043,0.8965565,1.821128,0.8945607,0.573523,1.697962,0.9296318,0.1851867,1.705184,0.90456,0.1831343,1.629449,0.8443621,1.453947,1.900756,0.5487426,0.7914225,2.023629,0.5051072,0.8675616,2.02604,1.178574,0.7650561,1.69422,1.138854,1.048405,1.673143
2019-12-23 17:40:56:991,0.8178716,0.8943119,1.873538,0.8361917,1.220466,1.882258,0.8485096,1.534008,1.877387,0.8081355,1.674966,1.831979,0.6658004,1.433756,1.964109,0.621295,1.153516,2.019524,0.565369,0.9312257,1.969075,0.5524932,0.8757533,1.967368,1.003029,1.399485,1.795093,1.09964,1.155809,1.806655,1.14344,0.9503047,1.71484,1.147563,0.8537152,1.687245,0.7226265,0.8963954,1.870516,0.7020655,0.5282223,1.832439,0.7952211,0.1629718,2.018765,0.7348347,0.1351181,1.88567,0.8817793,0.8999611,1.804881,0.8917493,0.5722983,1.688802,0.9285969,0.1828594,1.702907,0.9052313,0.1785691,1.631671,0.8464497,1.457318,1.88086,0.5481471,0.7848507,1.973921,0.5043752,0.8785851,1.970875,1.153428,0.7670171,1.660185,1.141731,1.034905,1.6384
2019-12-23 17:40:57:031,0.8169167,0.8976244,1.854416,0.8354154,1.223917,1.863296,0.8476613,1.537441,1.859162,0.8033695,1.675763,1.817642,0.6677588,1.435193,1.956491,0.6258186,1.157201,2.007619,0.5668901,0.9415125,1.934686,0.555712,0.8777778,1.924327,0.9992076,1.401898,1.770417,1.096774,1.157908,1.769955,1.12531,0.9475077,1.682012,1.12701,0.8532724,1.655953,0.7234203,0.9000758,1.853702,0.6861071,0.5346727,1.806469,0.7890761,0.2093093,1.963023,0.7354377,0.1426248,1.852727,0.8787053,0.90286,1.783482,0.8895233,0.5711324,1.679222,0.9251947,0.2054883,1.700561,0.8515658,0.2297821,1.567054,0.8456442,1.460774,1.862396,0.5366346,0.7802215,1.922052,0.5058667,0.8896105,1.922,1.131303,0.7665687,1.629587,1.108415,1.04964,1.6095
