2019-12-23 17:40:53:849, no_human
2019-12-23 17:40:53:860, no_human
2019-12-23 17:40:54:111, no_human
2019-12-23 17:40:54:187, no_human
2019-12-23 17:40:54:204, no_human
2019-12-23 17:40:54:221, no_human
2019-12-23 17:40:54:237, no_human
2019-12-23 17:40:54:255, no_human
2019-12-23 17:40:54:271, no_human
2019-12-23 17:40:54:288, no_human
2019-12-23 17:40:54:305, no_human
2019-12-23 17:40:54:322, no_human
2019-12-23 17:40:54:338, no_human
2019-12-23 17:40:54:384, no_human
2019-12-23 17:40:54:401, no_human
2019-12-23 17:40:54:407, no_human
2019-12-23 17:40:54:423, no_human
2019-12-23 17:40:54:440, no_human
2019-12-23 17:40:54:457, no_human
2019-12-23 17:40:54:495, no_human
2019-12-23 17:40:54:521, no_human
2019-12-23 17:40:54:550, no_human
2019-12-23 17:40:54:584, no_human
2019-12-23 17:40:54:608, no_human
2019-12-23 17:40:54:613, no_human
2019-12-23 17:40:54:650, no_human
2019-12-23 17:40:54:685, no_human
2019-12-23 17:40:54:719, no_human
2019-12-23 17:40:54:752, no_human
2019-12-23 17:40:54:784, no_human
2019-12-23 17:40:54:820, no_human
2019-12-23 17:40:54:851, no_human
2019-12-23 17:40:54:885, no_human
2019-12-23 17:40:54:918, no_human
2019-12-23 17:40:54:952, no_human
2019-12-23 17:40:54:986, no_human
2019-12-23 17:40:55:018, no_human
2019-12-23 17:40:55:054, no_human
2019-12-23 17:40:55:086, no_human
2019-12-23 17:40:55:118, no_human
2019-12-23 17:40:55:152, no_human
2019-12-23 17:40:55:184, no_human
2019-12-23 17:40:55:218, no_human
2019-12-23 17:40:55:252, no_human
2019-12-23 17:40:55:284, no_human
2019-12-23 17:40:55:319, no_human
2019-12-23 17:40:55:351, no_human
2019-12-23 17:40:55:384, no_human
2019-12-23 17:40:55:418, no_human
2019-12-23 17:40:55:452, no_human
2019-12-23 17:40:55:485, no_human
2019-12-23 17:40:55:518, no_human
2019-12-23 17:40:55:552, no_human
2019-12-23 17:40:55:583, no_human
2019-12-23 17:40:55:619, no_human
2019-12-23 17:40:55:651, no_human
2019-12-23 17:40:55:688, no_human
2019-12-23 17:40:55:718, no_human
2019-12-23 17:40:55:755, no_human
2019-12-23 17:40:55:785, no_human
2019-12-23 17:40:55:821, no_human
2019-12-23 17:40:55:853, no_human
2019-12-23 17:40:55:887, no_human
2019-12-23 17:40:55:920, no_human
2019-12-23 17:40:55:952, no_human
2019-12-23 17:40:55:984, no_human
2019-12-23 17:40:56:021, no_human
2019-12-23 17:40:56:051, no_human
2019-12-23 17:40:56:089, no_human
2019-12-23 17:40:56:137, no_human
2019-12-23 17:40:56:176, no_human
2019-12-23 17:40:58:321,0.1207454,1.7152441.870004
2019-12-23 17:40:58:358,0.07766738,1.7029111.838335
2019-12-23 17:40:58:395,0.06141486,1.7092941.828568
2019-12-23 17:40:58:436,0.01619753,1.7172141.804578
2019-12-23 17:40:58:486,-0.007144802,1.7282741.793539
2019-12-23 17:40:58:526,-0.03444911,1.7308531.786469
2019-12-23 17:40:58:563,-0.05611288,1.7385061.783211
2019-12-23 17:40:58:599,-0.09557234,1.7574021.784326
2019-12-23 17:40:58:641,-0.1130591,1.7661141.781715
2019-12-23 17:40:58:687,-0.1297839,1.7742441.77995
2019-12-23 17:40:58:723,-0.159621,1.7682491.779549
2019-12-23 17:40:58:764,-0.1760261,1.7754871.778398
2019-12-23 17:40:58:824,-0.2102806,1.7850221.779755
2019-12-23 17:40:58:867,-0.2233389,1.7898261.778911
2019-12-23 17:40:58:905,-0.2436633,1.80281.782678
2019-12-23 17:40:58:942,-0.2574324,1.8120061.786579
2019-12-23 17:40:58:985,-0.2686943,1.818591.791971
2019-12-23 17:40:59:026,-0.2802297,1.825611.803577
2019-12-23 17:40:59:063,-0.2870819,1.8344811.808561
2019-12-23 17:40:59:099,-0.2936781,1.8537841.824368
2019-12-23 17:40:59:137,-0.2926028,1.8618581.82613
2019-12-23 17:40:59:185,-0.2943712,1.8690351.833555
2019-12-23 17:40:59:224,-0.2959554,1.8777171.83316
2019-12-23 17:40:59:263,-0.3092509,1.8793531.846853
2019-12-23 17:40:59:304,-0.3260222,1.8870271.858054
2019-12-23 17:40:59:355,-0.33335,1.8879781.865171
2019-12-23 17:40:59:398,-0.3400751,1.8905971.874749
2019-12-23 17:40:59:434,-0.3448169,1.8991351.88543
2019-12-23 17:40:59:471,-0.3522538,1.8983641.90198
2019-12-23 17:40:59:485,-0.3522538,1.8983641.90198
2019-12-23 17:40:59:523,-0.3531229,1.8995341.918439
2019-12-23 17:40:59:560,-0.3569808,1.9002221.93187
2019-12-23 17:40:59:595,-0.358302,1.9005421.938612
2019-12-23 17:40:59:628,-0.3633317,1.9006711.953476
2019-12-23 17:40:59:662,-0.3687865,1.9014131.957111
2019-12-23 17:40:59:697,-0.379589,1.9031931.966473
2019-12-23 17:40:59:732,-0.3835983,1.9042631.971267
2019-12-23 17:40:59:765,-0.3855447,1.9043631.978415
2019-12-23 17:40:59:799,-0.3870499,1.9039891.983519
2019-12-23 17:40:59:833,-0.3888277,1.9038291.988848
2019-12-23 17:40:59:869,-0.3868974,1.9030961.996074
2019-12-23 17:40:59:921,-0.3825365,1.9030482.004379
2019-12-23 17:40:59:967,-0.3773564,1.9023232.009651
2019-12-23 17:41:00:000,-0.3539885,1.8968082.026696
2019-12-23 17:41:00:038,-0.33989,1.8922532.032369
2019-12-23 17:41:00:073,-0.3300307,1.8908612.034002
2019-12-23 17:41:00:118,-0.3137418,1.8856982.037385
2019-12-23 17:41:00:152,-0.2982646,1.8797922.040399
2019-12-23 17:41:00:187,-0.2939249,1.8729262.032921
2019-12-23 17:41:00:227,-0.2762547,1.869192.035974
2019-12-23 17:41:00:264,-0.2522628,1.8616562.038514
2019-12-23 17:41:00:299,-0.2101316,1.8555822.044201
2019-12-23 17:41:00:350,-0.1906135,1.8542112.047265
2019-12-23 17:41:00:390,-0.1688741,1.8521112.051251
2019-12-23 17:41:00:429,-0.1449956,1.8503472.05398
2019-12-23 17:41:00:471,-0.1064946,1.8444922.065964
2019-12-23 17:41:00:508,-0.03919803,1.8257272.093857
2019-12-23 17:41:00:552,-0.03715131,1.8353742.094436
2019-12-23 17:41:00:585,-0.0164772,1.8365142.107773
2019-12-23 17:41:00:618,0.01759646,1.8300212.129178
2019-12-23 17:41:00:651,0.03007213,1.8280612.137037
2019-12-23 17:41:00:685,0.0511294,1.8372812.150384
2019-12-23 17:41:00:717,0.06949528,1.831442.165624
2019-12-23 17:41:00:758,0.08413993,1.8256852.177583
2019-12-23 17:41:00:791,0.1030034,1.8314672.190819
2019-12-23 17:41:00:827,0.1194576,1.8234432.20753
2019-12-23 17:41:00:869,0.1480353,1.8142072.238287
2019-12-23 17:41:00:905,0.162666,1.8060472.259036
2019-12-23 17:41:00:938,0.1713171,1.8019712.276814
2019-12-23 17:41:00:985,0.1800097,1.7978032.295413
2019-12-23 17:41:01:023,0.1954431,1.7905742.320672
2019-12-23 17:41:01:058,0.2074731,1.7939182.342218
2019-12-23 17:41:01:092,0.2208253,1.7920132.363379
2019-12-23 17:41:01:126,0.2367326,1.7992982.382879
2019-12-23 17:41:01:162,0.2515763,1.7983832.39962
2019-12-23 17:41:01:201,0.2867741,1.7935112.427952
2019-12-23 17:41:01:237,0.3076006,1.7902312.440989
2019-12-23 17:41:01:272,0.3283518,1.7861892.452591
2019-12-23 17:41:01:318,0.3486075,1.7847832.459605
2019-12-23 17:41:01:353,0.3687408,1.7803962.467227
2019-12-23 17:41:01:389,0.3916783,1.7764432.478137
2019-12-23 17:41:01:427,0.4093272,1.7739682.484246
2019-12-23 17:41:01:462,0.4296124,1.7731672.48917
2019-12-23 17:41:01:499,0.4484524,1.7691682.495709
2019-12-23 17:41:01:556,0.4951762,1.7600642.501769
2019-12-23 17:41:01:622,0.5355425,1.7557362.504141
2019-12-23 17:41:01:670,0.5565006,1.7507032.50434
2019-12-23 17:41:01:713,0.5975201,1.7452442.500849
2019-12-23 17:41:01:756,0.6133701,1.7498972.500378
2019-12-23 17:41:01:802,0.6338508,1.7531162.501199
2019-12-23 17:41:01:853,0.6630167,1.7635592.499835
2019-12-23 17:41:01:892,0.6779494,1.7658552.500569
2019-12-23 17:41:01:927,0.6924371,1.7682332.503932
2019-12-23 17:41:01:969,0.7262601,1.7694922.508667
2019-12-23 17:41:02:008,0.7407644,1.7700832.511577
2019-12-23 17:41:02:053,0.7545056,1.7717492.515997
2019-12-23 17:41:02:096,0.7640136,1.7738222.517637
2019-12-23 17:41:02:167,0.7863638,1.7766312.519892
2019-12-23 17:41:02:226,0.8184999,1.7729082.529566
2019-12-23 17:41:02:266,0.8406816,1.768042.530721
2019-12-23 17:41:02:325,0.8703178,1.7624212.538218
2019-12-23 17:41:02:367,0.888948,1.756212.544636
2019-12-23 17:41:02:417,0.9231877,1.7480922.558534
2019-12-23 17:41:02:466,0.937679,1.746562.563457
2019-12-23 17:41:02:501,0.9685315,1.7397242.573683
2019-12-23 17:41:02:542,0.9806706,1.7358752.575602
2019-12-23 17:41:02:585,0.9901133,1.7322412.577576
2019-12-23 17:41:02:622,0.9945899,1.729762.577178
2019-12-23 17:41:02:660,0.9967629,1.7276012.576163
2019-12-23 17:41:02:702,0.9972832,1.7239992.571951
2019-12-23 17:41:02:740,0.9916871,1.7177442.566607
2019-12-23 17:41:02:786,0.9824418,1.7142942.559817
2019-12-23 17:41:02:820,0.968937,1.7120532.551241
2019-12-23 17:41:02:857,0.9522541,1.709332.544433
2019-12-23 17:41:02:890,0.9355794,1.6894752.49357
2019-12-23 17:41:02:925,0.9268328,1.6893462.490427
2019-12-23 17:41:02:959,0.9029028,1.6891212.479076
2019-12-23 17:41:02:994,0.8807014,1.6925422.470204
2019-12-23 17:41:03:028,0.8595821,1.6953192.460332
2019-12-23 17:41:03:062,0.8405198,1.6971352.451144
2019-12-23 17:41:03:103,0.8060009,1.7041162.438238
2019-12-23 17:41:03:138,0.7912189,1.7060332.43285
2019-12-23 17:41:03:173,0.7761758,1.7082962.42662
2019-12-23 17:41:03:221,0.7618123,1.7094592.421445
2019-12-23 17:41:03:262,0.7497168,1.7087212.41718
2019-12-23 17:41:03:296,0.7254089,1.7090622.407966
2019-12-23 17:41:03:328,0.7254089,1.7090622.407966
2019-12-23 17:41:03:360,0.7158339,1.708952.404936
2019-12-23 17:41:03:394,0.7052595,1.7100362.400373
2019-12-23 17:41:03:429,0.6954455,1.7093432.395357
2019-12-23 17:41:03:463,0.6810096,1.708612.386686
2019-12-23 17:41:03:499,0.6734917,1.7068492.379328
2019-12-23 17:41:03:537,0.6657581,1.705122.369309
2019-12-23 17:41:03:585,0.6595423,1.702332.359133
2019-12-23 17:41:03:620,0.6522209,1.6989852.345653
2019-12-23 17:41:03:661,0.6482557,1.6929452.335184
2019-12-23 17:41:03:699,0.6382903,1.6846012.30982
2019-12-23 17:41:03:737,0.6353508,1.6831452.299966
2019-12-23 17:41:03:802,0.6312404,1.6817262.288193
2019-12-23 17:41:03:852,0.6238338,1.6813962.269159
2019-12-23 17:41:03:890,0.6181759,1.6818462.25942
2019-12-23 17:41:03:928,0.6109042,1.6820352.250906
2019-12-23 17:41:03:963,0.6002311,1.6830632.241488
2019-12-23 17:41:03:996,0.5751462,1.6837672.229457
2019-12-23 17:41:04:028,0.5751462,1.6837672.229457
2019-12-23 17:41:04:062,0.559072,1.6833782.225214
2019-12-23 17:41:04:097,0.5304469,1.6870052.223155
2019-12-23 17:41:04:132,0.5139535,1.6890932.223589
2019-12-23 17:41:04:166,0.497461,1.6903212.224431
2019-12-23 17:41:04:187,0.497461,1.6903212.224431
2019-12-23 17:41:04:222,0.4766013,1.6915952.227168
2019-12-23 17:41:04:258,0.4550375,1.689262.230948
2019-12-23 17:41:04:298,0.4298671,1.6919932.232875
2019-12-23 17:41:04:339,0.3782452,1.6868962.239948
2019-12-23 17:41:04:375,0.3457137,1.6823382.245189
2019-12-23 17:41:04:407,0.3185013,1.6816822.248488
2019-12-23 17:41:04:441,0.2880881,1.685032.252976
2019-12-23 17:41:04:484,0.2594047,1.6912052.257774
2019-12-23 17:41:04:518,0.2401979,1.695482.259402
2019-12-23 17:41:04:558,0.2151241,1.7039922.262216
2019-12-23 17:41:04:599,0.1750339,1.7085552.262908
2019-12-23 17:41:04:653,0.1614663,1.7099352.261252
2019-12-23 17:41:04:702,0.1469488,1.7134292.259072
2019-12-23 17:41:04:862,0.1210292,1.7164352.250559
2019-12-23 17:41:04:955,0.08190704,1.7167242.223741
2019-12-23 17:41:04:999,0.0793606,1.7168682.218713
2019-12-23 17:41:05:036,0.0765321,1.7186342.208105
2019-12-23 17:41:05:084,0.07578712,1.719412.203085
2019-12-23 17:41:05:118,0.0752072,1.7206782.198897
2019-12-23 17:41:05:152,0.07505998,1.7218262.19406
2019-12-23 17:41:05:190,0.07507074,1.7238112.189245
2019-12-23 17:41:05:226,0.07590945,1.7259352.185298
2019-12-23 17:41:05:261,0.07801951,1.7284082.181015
2019-12-23 17:41:05:307,0.08241621,1.7317632.176547
2019-12-23 17:41:05:352,0.08436407,1.7317272.175412
2019-12-23 17:41:05:391,0.08553556,1.7314492.1747
2019-12-23 17:41:05:434,0.08613331,1.7311312.174509
2019-12-23 17:41:05:473,0.08581331,1.7309582.174185
2019-12-23 17:41:05:506,0.08096983,1.7325032.174791
2019-12-23 17:41:05:539,0.07702519,1.733032.175113
2019-12-23 17:41:05:586,0.06906414,1.7358282.175473
2019-12-23 17:41:05:619,0.05986106,1.7395712.174208
2019-12-23 17:41:05:658,0.04810509,1.7441752.171154
2019-12-23 17:41:05:696,0.03723209,1.7484332.167377
2019-12-23 17:41:05:733,0.02465386,1.7533422.162431
2019-12-23 17:41:05:771,0.003684871,1.7568082.155496
2019-12-23 17:41:05:805,-0.005982311,1.7575872.149725
2019-12-23 17:41:05:852,-0.01621444,1.7588292.143483
2019-12-23 17:41:05:896,-0.02463657,1.7603062.137552
2019-12-23 17:41:05:933,-0.04032895,1.7615572.125393
2019-12-23 17:41:05:974,-0.04586187,1.7633782.121274
2019-12-23 17:41:06:021,-0.0513809,1.7643112.116258
2019-12-23 17:41:06:057,-0.05519687,1.7653712.113678
2019-12-23 17:41:06:094,-0.05779606,1.7663642.111917
2019-12-23 17:41:06:128,-0.06010385,1.7673222.110604
2019-12-23 17:41:06:160,-0.06144401,1.7684312.110344
2019-12-23 17:41:06:194,-0.06201357,1.7696912.110274
2019-12-23 17:41:06:228,-0.06239025,1.7711632.110657
2019-12-23 17:41:06:261,-0.06224158,1.772432.111289
2019-12-23 17:41:06:296,-0.06029328,1.7760422.116441
2019-12-23 17:41:06:330,-0.06029328,1.7760422.116441
2019-12-23 17:41:06:378,-0.05361122,1.7791772.129276
2019-12-23 17:41:06:420,-0.04847918,1.7805122.137088
2019-12-23 17:41:06:458,-0.04185503,1.7811972.147798
2019-12-23 17:41:06:521,-0.0346465,1.781452.158188
2019-12-23 17:41:06:594,-0.01150385,1.7791422.197612
2019-12-23 17:41:06:650,-0.002801028,1.779232.213285
2019-12-23 17:41:06:710,0.01446127,1.7741432.245985
2019-12-23 17:41:06:758,0.02927826,1.7710162.275789
2019-12-23 17:41:06:830,0.04174572,1.7676152.30123
2019-12-23 17:41:06:896,0.05540267,1.7699842.324267
2019-12-23 17:41:06:964,0.06884331,1.7718182.342906
2019-12-23 17:41:07:020,0.08482563,1.772672.361066
2019-12-23 17:41:07:085,0.1047238,1.7733972.376444
2019-12-23 17:41:07:120,0.1157139,1.7727032.383729
2019-12-23 17:41:07:161,0.1266747,1.7728032.390562
2019-12-23 17:41:07:193,0.1383063,1.7722112.395518
2019-12-23 17:41:07:227,0.1537623,1.7717442.402418
2019-12-23 17:41:07:265,0.1638084,1.7704722.405627
2019-12-23 17:41:07:296,0.1899543,1.7680962.413494
2019-12-23 17:41:07:329,0.1899543,1.7680962.413494
2019-12-23 17:41:07:364,0.2032754,1.7673712.417109
2019-12-23 17:41:07:396,0.2314317,1.7621742.420157
2019-12-23 17:41:07:426,0.2314317,1.7621742.420157
2019-12-23 17:41:07:467,0.2521506,1.7615722.422444
2019-12-23 17:41:07:502,0.2206612,1.7885922.423333
2019-12-23 17:41:07:537,0.2238948,1.7909132.422575
2019-12-23 17:41:07:585,0.2412321,1.7923882.422229
2019-12-23 17:41:07:622,0.2595637,1.7951532.41712
2019-12-23 17:41:07:667,0.2740369,1.7977432.414583
2019-12-23 17:41:07:706,0.305991,1.7995742.416243
2019-12-23 17:41:07:738,0.316209,1.8005762.416855
2019-12-23 17:41:07:786,0.3333091,1.8002662.418225
2019-12-23 17:41:07:820,0.3424432,1.8005622.420975
2019-12-23 17:41:07:856,0.3507964,1.8005212.425663
2019-12-23 17:41:07:891,0.3628378,1.8013912.429859
2019-12-23 17:41:07:928,0.3710029,1.8023152.432486
2019-12-23 17:41:07:968,0.3971702,1.8048952.443706
2019-12-23 17:41:08:004,0.4049399,1.8064572.446777
2019-12-23 17:41:08:037,0.4169455,1.8074112.455431
2019-12-23 17:41:08:054,0.4169455,1.8074112.455431
2019-12-23 17:41:08:094,0.4275673,1.8087112.459915
2019-12-23 17:41:08:144,0.4488487,1.8075492.474185
2019-12-23 17:41:08:198,0.4517876,1.806122.480053
2019-12-23 17:41:08:237,0.4758278,1.8061462.506006
2019-12-23 17:41:08:285,0.4835469,1.804462.51842
2019-12-23 17:41:08:318,0.4873669,1.8026062.524895
2019-12-23 17:41:08:357,0.4996134,1.7997552.539649
2019-12-23 17:41:08:392,0.5056254,1.7970642.548294
2019-12-23 17:41:08:426,0.5162668,1.793632.563285
2019-12-23 17:41:08:465,0.5261778,1.7899632.582568
2019-12-23 17:41:08:496,0.5403675,1.785542.600606
2019-12-23 17:41:08:528,0.5403675,1.785542.600606
2019-12-23 17:41:08:573,0.5611425,1.781692.638976
2019-12-23 17:41:08:607,0.5786115,1.783732.651892
2019-12-23 17:41:08:639,0.5792444,1.7828272.665168
2019-12-23 17:41:08:686,0.5919038,1.7803412.679062
2019-12-23 17:41:08:724,0.6063331,1.7788832.692257
2019-12-23 17:41:08:767,0.6239604,1.7752742.708246
2019-12-23 17:41:08:806,0.6593364,1.772112.729271
2019-12-23 17:41:08:840,0.6727745,1.772462.736307
2019-12-23 17:41:08:853,0.6727745,1.772462.736307
2019-12-23 17:41:08:892,0.687495,1.772812.741804
2019-12-23 17:41:08:926,0.7020329,1.7722412.754925
2019-12-23 17:41:08:964,0.7139399,1.7717352.757031
2019-12-23 17:41:08:998,0.7481706,1.7640752.768586
2019-12-23 17:41:09:035,0.7694255,1.7588972.769132
2019-12-23 17:41:09:088,0.7712066,1.7559482.766267
2019-12-23 17:41:09:124,0.808744,1.7476382.765381
2019-12-23 17:41:09:165,0.8342002,1.739392.765529
2019-12-23 17:41:09:202,0.8492855,1.7381532.763852
2019-12-23 17:41:09:257,0.8715245,1.7357092.760769
2019-12-23 17:41:09:297,0.8818942,1.7376952.757987
2019-12-23 17:41:09:334,0.9027842,1.7366242.750096
2019-12-23 17:41:09:386,0.9151651,1.7392.748317
2019-12-23 17:41:09:417,0.9303855,1.7392982.74734
2019-12-23 17:41:09:453,0.9475431,1.7399272.750388
2019-12-23 17:41:09:492,0.9569824,1.7408432.748511
2019-12-23 17:41:09:528,0.9695417,1.741642.750791
2019-12-23 17:41:09:566,0.9916268,1.7416742.753566
2019-12-23 17:41:09:600,1.021129,1.7418142.757128
2019-12-23 17:41:09:636,1.038923,1.7403792.760282
2019-12-23 17:41:09:674,1.051897,1.7366422.762005
2019-12-23 17:41:09:708,1.068568,1.7325362.76469
2019-12-23 17:41:09:740,1.090613,1.7282422.770784
2019-12-23 17:41:09:785,1.106105,1.7247252.776092
2019-12-23 17:41:09:822,1.11844,1.7208112.778422
2019-12-23 17:41:09:867,1.141892,1.7174132.785507
2019-12-23 17:41:09:906,1.174267,1.7149032.794509
2019-12-23 17:41:09:937,1.190761,1.7147492.796522
2019-12-23 17:41:09:967,1.205528,1.7129642.799755
2019-12-23 17:41:09:987,1.205528,1.7129642.799755
2019-12-23 17:41:10:023,1.218,1.7119442.799288
2019-12-23 17:41:10:066,1.232734,1.7089962.798954
2019-12-23 17:41:10:107,1.312085,1.6580832.782725
2019-12-23 17:41:10:159,1.312195,1.6578982.779755
2019-12-23 17:41:10:200,1.303099,1.6537142.758095
2019-12-23 17:41:10:239,1.284318,1.6520412.738996
2019-12-23 17:41:10:285,1.266812,1.6507012.730379
2019-12-23 17:41:10:331,1.246832,1.6491482.715549
2019-12-23 17:41:10:398,1.211183,1.645912.694764
2019-12-23 17:41:10:444,1.171376,1.6434182.673624
2019-12-23 17:41:10:495,1.15578,1.642932.663677
2019-12-23 17:41:10:533,1.115786,1.6431122.64625
2019-12-23 17:41:10:589,1.098561,1.6435722.636426
2019-12-23 17:41:10:627,1.084629,1.643652.629489
2019-12-23 17:41:10:670,1.055038,1.6463932.611224
2019-12-23 17:41:10:720,1.043015,1.6482052.602995
2019-12-23 17:41:10:775,1.021851,1.6511132.584586
2019-12-23 17:41:10:818,1.011984,1.6517842.576691
2019-12-23 17:41:10:862,1.001421,1.6536032.56667
2019-12-23 17:41:10:901,0.980394,1.6562912.546353
2019-12-23 17:41:10:961,0.9712342,1.6567082.537673
2019-12-23 17:41:11:004,0.9569665,1.6575582.514116
2019-12-23 17:41:11:039,0.9523177,1.6582412.501508
2019-12-23 17:41:11:085,0.9479558,1.6596792.486871
2019-12-23 17:41:11:120,0.9440462,1.6590252.473269
2019-12-23 17:41:11:165,0.9422526,1.6596072.453186
2019-12-23 17:41:11:203,0.9398254,1.662842.417818
2019-12-23 17:41:11:239,0.939087,1.6636892.39742
2019-12-23 17:41:11:287,0.9385891,1.6657862.381794
2019-12-23 17:41:11:327,0.9364584,1.6699012.362127
2019-12-23 17:41:11:370,0.9354638,1.6735732.344808
2019-12-23 17:41:11:420,0.9295414,1.6814422.310543
2019-12-23 17:41:11:464,0.9247988,1.6841762.298459
2019-12-23 17:41:11:505,0.9105461,1.6925292.268922
2019-12-23 17:41:11:557,0.9042622,1.6944722.259861
2019-12-23 17:41:11:601,0.8947248,1.6953532.24855
2019-12-23 17:41:11:659,0.8699677,1.6994272.22515
2019-12-23 17:41:11:697,0.8574445,1.699812.215965
2019-12-23 17:41:11:737,0.8264351,1.6999382.199802
2019-12-23 17:41:11:785,0.8091209,1.6999662.191845
