2019-12-23 17:48:37:567, no_human
2019-12-23 17:48:56:249, no_human
2019-12-23 17:48:56:283, no_human
2019-12-23 17:48:56:307, no_human
2019-12-23 17:48:56:311, no_human
2019-12-23 17:48:56:350, no_human
2019-12-23 17:48:56:387,0.3507193,1.7909852.066279
2019-12-23 17:48:56:426,0.3485627,1.7907042.068303
2019-12-23 17:48:56:463,0.3430079,1.7907432.073506
2019-12-23 17:48:56:704,0.3273365,1.7936182.096879
2019-12-23 17:48:56:751,0.326327,1.7928422.1609
2019-12-23 17:48:56:793,0.3269211,1.7940282.174839
2019-12-23 17:48:56:828,0.3261907,1.7967882.19191
2019-12-23 17:48:56:864,0.3293356,1.7971042.205491
2019-12-23 17:48:56:899,0.3387062,1.7954722.238677
2019-12-23 17:48:56:932,0.3409617,1.7980872.256339
2019-12-23 17:48:56:969,0.3525629,1.7875422.27508
2019-12-23 17:48:57:007,0.3593127,1.7874832.290143
2019-12-23 17:48:57:041,0.3635786,1.786682.306363
2019-12-23 17:48:57:084,0.3691131,1.7876492.323723
2019-12-23 17:48:57:120,0.3759275,1.7868392.346569
2019-12-23 17:48:57:152,0.3603301,1.8022292.373885
2019-12-23 17:48:57:190,0.3859237,1.7895362.394833
2019-12-23 17:48:57:227,0.395201,1.7885562.409636
2019-12-23 17:48:57:260,0.4041643,1.7863252.432593
2019-12-23 17:48:57:301,0.4088737,1.7894312.472744
2019-12-23 17:48:57:337,0.4176464,1.7883382.49455
2019-12-23 17:48:57:387,0.4204443,1.7876072.506285
2019-12-23 17:48:57:425,0.4278605,1.787062.526113
2019-12-23 17:48:57:465,0.4599341,1.7588892.56243
2019-12-23 17:48:57:520,0.471541,1.7610522.574927
2019-12-23 17:48:57:563,0.4828906,1.7538912.588287
2019-12-23 17:48:57:622,0.4800066,1.7715822.609827
2019-12-23 17:48:57:661,0.4408662,1.7986062.624624
2019-12-23 17:48:57:721,0.4922306,1.7786032.631105
2019-12-23 17:48:57:764,0.5003632,1.7776542.638671
2019-12-23 17:48:57:807,0.5377892,1.7546462.64976
2019-12-23 17:48:57:851,0.5495434,1.7489762.655467
2019-12-23 17:48:57:893,0.5538496,1.7598582.654963
2019-12-23 17:48:57:931,0.5593235,1.7621022.657889
2019-12-23 17:48:57:968,0.5760867,1.7634022.664476
2019-12-23 17:48:58:020,0.5890757,1.7617132.666731
2019-12-23 17:48:58:057,0.6061062,1.7581782.670253
2019-12-23 17:48:58:101,0.6102414,1.7625052.669378
2019-12-23 17:48:58:151,0.6333743,1.7602832.667506
2019-12-23 17:48:58:192,0.6336481,1.7667732.664545
2019-12-23 17:48:58:228,0.6668473,1.7540082.661952
2019-12-23 17:48:58:264,0.6962956,1.758772.659393
2019-12-23 17:48:58:306,0.7110498,1.7601652.656396
2019-12-23 17:48:58:352,0.7239648,1.7622672.654322
2019-12-23 17:48:58:392,0.7349462,1.7667882.65481
2019-12-23 17:48:58:428,0.7543465,1.7617212.65147
2019-12-23 17:48:58:464,0.7786049,1.7614312.650048
2019-12-23 17:48:58:520,0.7896924,1.7602152.649861
2019-12-23 17:48:58:563,0.8021159,1.7601632.647606
2019-12-23 17:48:58:621,0.8236672,1.7596142.645036
2019-12-23 17:48:58:664,0.8321435,1.7625862.642876
2019-12-23 17:48:58:726,0.8507571,1.7630282.64229
2019-12-23 17:48:58:777,0.8760995,1.7564862.64941
2019-12-23 17:48:58:824,0.8859422,1.7551332.651963
2019-12-23 17:48:58:865,0.8957154,1.7546082.656491
2019-12-23 17:48:58:918,0.9181532,1.751292.666771
2019-12-23 17:48:58:953,0.9298199,1.7501562.673748
2019-12-23 17:48:58:999,0.9533334,1.7410762.683075
2019-12-23 17:48:59:035,0.9861238,1.7235942.696773
2019-12-23 17:48:59:070,1.004102,1.7153242.712521
2019-12-23 17:48:59:119,1.012574,1.7121922.721269
2019-12-23 17:48:59:157,1.032695,1.7017762.743114
2019-12-23 17:48:59:202,1.055589,1.6957472.782016
2019-12-23 17:48:59:237,1.066226,1.6973262.795811
2019-12-23 17:48:59:274,1.085068,1.6994192.828107
2019-12-23 17:48:59:318,1.095523,1.7075062.840607
2019-12-23 17:48:59:353,1.114985,1.7063282.872511
2019-12-23 17:48:59:395,1.125085,1.7096412.886882
2019-12-23 17:48:59:434,1.148654,1.7118212.92622
2019-12-23 17:48:59:486,1.155697,1.7156682.937589
2019-12-23 17:48:59:523,1.157087,1.7266962.956023
2019-12-23 17:48:59:560,1.162092,1.7307992.970305
2019-12-23 17:48:59:599,1.179276,1.7299072.992173
2019-12-23 17:48:59:640,1.190348,1.7307053.005215
2019-12-23 17:48:59:688,1.198752,1.7301493.011616
2019-12-23 17:48:59:725,1.208451,1.7308563.023306
2019-12-23 17:48:59:763,1.212731,1.7315623.025184
2019-12-23 17:48:59:808,1.239174,1.724453.041039
2019-12-23 17:48:59:850,1.244686,1.7290633.043928
2019-12-23 17:48:59:896,1.252622,1.7294223.050169
2019-12-23 17:48:59:937,1.285162,1.7208553.065092
2019-12-23 17:48:59:992,1.29323,1.7197643.067841
2019-12-23 17:49:00:030,1.304916,1.7190193.075534
2019-12-23 17:49:00:082,1.335479,1.7216923.084491
2019-12-23 17:49:00:118,1.346625,1.7265763.090313
2019-12-23 17:49:00:152,1.360263,1.7277433.093668
2019-12-23 17:49:00:193,1.374157,1.7203813.105486
2019-12-23 17:49:00:229,1.402131,1.6962343.144903
2019-12-23 17:49:00:268,1.423851,1.6964083.178989
2019-12-23 17:49:00:319,1.420529,1.7057333.189821
2019-12-23 17:49:00:352,1.451762,1.6924973.181925
2019-12-23 17:49:00:391,1.4583,1.711643.195012
2019-12-23 17:49:00:427,1.454486,1.6951963.200379
2019-12-23 17:49:00:461,1.47831,1.6826233.193547
2019-12-23 17:49:00:493,1.483809,1.6768773.199336
2019-12-23 17:49:00:527,1.492637,1.7369213.238791
2019-12-23 17:49:00:559,1.497002,1.6634243.201854
2019-12-23 17:49:00:597,1.484581,1.725713.264259
2019-12-23 17:49:00:630,1.554593,1.7065083.25116
2019-12-23 17:49:00:667,1.559958,1.6991843.25518
2019-12-23 17:49:00:705,1.572391,1.7229473.257502
2019-12-23 17:49:00:751,1.579806,1.7085553.269813
2019-12-23 17:49:00:793,1.571547,1.7085333.269073
2019-12-23 17:49:00:827,1.570339,1.6956283.280052
2019-12-23 17:49:00:867,1.561195,1.6865033.284315
2019-12-23 17:49:00:909,1.555918,1.6754233.298261
2019-12-23 17:49:00:951,1.55624,1.6824043.313405
2019-12-23 17:49:00:994,1.553462,1.6787493.315272
2019-12-23 17:49:01:030,1.550751,1.6771723.316168
2019-12-23 17:49:01:073,1.541663,1.6720883.318687
2019-12-23 17:49:01:107,1.536445,1.6861883.338451
2019-12-23 17:49:01:151,1.527474,1.6827823.342907
2019-12-23 17:49:01:191,1.520566,1.6841013.344544
2019-12-23 17:49:01:228,1.512745,1.6810823.345727
2019-12-23 17:49:01:267,1.490424,1.688973.341945
2019-12-23 17:49:01:301,1.475016,1.6941013.335884
2019-12-23 17:49:01:335,1.455128,1.7017473.323303
2019-12-23 17:49:01:385,1.452702,1.7016763.305035
2019-12-23 17:49:01:417,1.433247,1.7112433.289479
2019-12-23 17:49:01:451,1.412088,1.7143573.275059
2019-12-23 17:49:01:490,1.398317,1.7108063.253303
2019-12-23 17:49:01:526,1.382234,1.7104963.238937
2019-12-23 17:49:01:559,1.362058,1.716073.217722
2019-12-23 17:49:01:600,1.343597,1.7160173.200218
2019-12-23 17:49:01:639,1.321035,1.7160483.174466
2019-12-23 17:49:01:673,1.30279,1.7174893.150704
2019-12-23 17:49:01:721,1.291966,1.7176063.138655
2019-12-23 17:49:01:754,1.279764,1.7184283.124897
2019-12-23 17:49:01:791,1.267615,1.7215763.106753
2019-12-23 17:49:01:830,1.257883,1.7238573.090253
2019-12-23 17:49:01:872,1.24004,1.7229383.067668
2019-12-23 17:49:01:919,1.228031,1.7235753.048275
2019-12-23 17:49:01:954,1.220525,1.7224463.03435
2019-12-23 17:49:01:996,1.214203,1.7202653.022278
2019-12-23 17:49:02:036,1.202516,1.7184053.001054
2019-12-23 17:49:02:085,1.197558,1.7183042.99275
2019-12-23 17:49:02:123,1.190428,1.7197332.982355
2019-12-23 17:49:02:161,1.185868,1.7207172.974951
2019-12-23 17:49:02:200,1.172331,1.7185092.959789
2019-12-23 17:49:02:238,1.102665,1.682672.922308
2019-12-23 17:49:02:271,1.098904,1.685142.920644
2019-12-23 17:49:02:286,1.098904,1.685142.920644
2019-12-23 17:49:02:324,1.094539,1.6875422.919414
2019-12-23 17:49:02:357,1.088338,1.6889472.915871
2019-12-23 17:49:02:394,1.080544,1.6905082.913484
2019-12-23 17:49:02:427,1.072792,1.690592.911792
2019-12-23 17:49:02:463,1.056446,1.6917312.90576
2019-12-23 17:49:02:509,1.044552,1.6918572.902563
2019-12-23 17:49:02:553,1.035043,1.6920952.901989
2019-12-23 17:49:02:593,1.024177,1.6914522.902337
2019-12-23 17:49:02:630,1.010685,1.6906022.903111
2019-12-23 17:49:02:661,0.9828595,1.691992.904968
2019-12-23 17:49:02:705,0.965735,1.694932.908696
2019-12-23 17:49:02:750,0.9512541,1.699452.912939
2019-12-23 17:49:02:788,0.9309357,1.7031622.919144
2019-12-23 17:49:02:822,0.9168252,1.70442.922071
2019-12-23 17:49:02:858,0.8997414,1.710322.925574
2019-12-23 17:49:02:899,0.8865872,1.7127452.929424
2019-12-23 17:49:02:949,0.8586847,1.7140932.930606
2019-12-23 17:49:02:989,0.8387286,1.7157332.931936
2019-12-23 17:49:03:028,0.8245744,1.7175032.931439
2019-12-23 17:49:03:067,0.7944105,1.721882.925216
2019-12-23 17:49:03:121,0.7837141,1.7231982.923135
2019-12-23 17:49:03:164,0.7717323,1.7216152.920605
2019-12-23 17:49:03:221,0.745213,1.7204552.913117
2019-12-23 17:49:03:263,0.7323385,1.7219912.906543
2019-12-23 17:49:03:315,0.7138751,1.7242942.893277
2019-12-23 17:49:03:350,0.701148,1.7261512.883278
2019-12-23 17:49:03:392,0.6896906,1.7249272.873913
2019-12-23 17:49:03:450,0.6705551,1.7247232.849274
2019-12-23 17:49:03:489,0.6609277,1.7236662.835127
2019-12-23 17:49:03:525,0.6508834,1.7205782.82285
2019-12-23 17:49:03:560,0.6441888,1.7199582.809833
2019-12-23 17:49:03:605,0.6356977,1.7186412.791725
2019-12-23 17:49:03:641,0.6219726,1.7161072.75786
2019-12-23 17:49:03:678,0.6191471,1.7193482.737632
2019-12-23 17:49:03:719,0.6088698,1.7231932.717465
2019-12-23 17:49:03:755,0.6036216,1.7304852.699586
2019-12-23 17:49:03:797,0.5981441,1.7342622.684602
2019-12-23 17:49:03:834,0.5893431,1.7399212.646771
2019-12-23 17:49:03:866,0.5838091,1.7413372.626369
2019-12-23 17:49:03:907,0.5802068,1.7430342.615393
2019-12-23 17:49:03:941,0.5749496,1.7447422.598414
2019-12-23 17:49:03:976,0.5701128,1.7443822.584954
2019-12-23 17:49:04:019,0.5659194,1.7443382.570431
2019-12-23 17:49:04:060,0.5632897,1.7448822.559808
2019-12-23 17:49:04:101,0.5567358,1.7473862.536086
2019-12-23 17:49:04:135,0.5547007,1.7494842.527034
2019-12-23 17:49:04:173,0.5513122,1.7506282.516346
2019-12-23 17:49:04:215,0.5474932,1.7502322.507121
2019-12-23 17:49:04:253,0.5443625,1.75072.499845
2019-12-23 17:49:04:303,0.5393394,1.751682.490864
2019-12-23 17:49:04:344,0.5280993,1.7522582.475998
2019-12-23 17:49:04:388,0.5221713,1.7526562.470128
2019-12-23 17:49:04:428,0.5145611,1.7520642.464314
2019-12-23 17:49:04:464,0.506376,1.7522292.458605
2019-12-23 17:49:04:512,0.4880357,1.7511032.448516
2019-12-23 17:49:04:549,0.4782162,1.7509062.444372
2019-12-23 17:49:04:590,0.4679546,1.7507072.44149
2019-12-23 17:49:04:625,0.4571605,1.7500362.438559
2019-12-23 17:49:04:662,0.446523,1.7492.436158
2019-12-23 17:49:04:709,0.4209956,1.7487322.429575
2019-12-23 17:49:04:749,0.4048342,1.747192.426942
2019-12-23 17:49:04:792,0.3892938,1.747982.424512
2019-12-23 17:49:04:833,0.3530035,1.7543732.420345
2019-12-23 17:49:04:874,0.3331285,1.7594632.419373
2019-12-23 17:49:04:911,0.3167682,1.7623822.418817
2019-12-23 17:49:04:951,0.2956189,1.7660472.417031
2019-12-23 17:49:04:995,0.2786091,1.7674072.416238
2019-12-23 17:49:05:031,0.2585873,1.7690362.415319
2019-12-23 17:49:05:068,0.2267809,1.7696082.412092
2019-12-23 17:49:05:119,0.2112293,1.7677062.409955
2019-12-23 17:49:05:166,0.1970496,1.7678642.407506
2019-12-23 17:49:05:212,0.1721774,1.7691572.40437
2019-12-23 17:49:05:254,0.1619112,1.769632.402158
2019-12-23 17:49:05:301,0.1522836,1.7696782.400132
2019-12-23 17:49:05:343,0.1337506,1.771522.392887
2019-12-23 17:49:05:399,0.1262666,1.7716392.38921
2019-12-23 17:49:05:442,0.1132313,1.7705512.379385
2019-12-23 17:49:05:493,0.1086195,1.7702082.37483
2019-12-23 17:49:05:534,0.1037514,1.7700232.368722
2019-12-23 17:49:05:573,0.09802829,1.7706152.356014
2019-12-23 17:49:05:617,0.09629261,1.7711592.350354
2019-12-23 17:49:05:659,0.0956626,1.7711282.342998
2019-12-23 17:49:05:703,0.09559306,1.7714762.335267
2019-12-23 17:49:05:740,0.09873377,1.7713612.320267
2019-12-23 17:49:05:783,0.1013148,1.7709832.313335
2019-12-23 17:49:05:823,0.1042682,1.7703072.30665
2019-12-23 17:49:05:861,0.1089254,1.7703422.298992
2019-12-23 17:49:05:902,0.1150647,1.7692282.289268
2019-12-23 17:49:05:938,0.1284279,1.7691762.272436
2019-12-23 17:49:05:979,0.1376601,1.769552.260511
2019-12-23 17:49:06:016,0.1475993,1.770262.249166
2019-12-23 17:49:06:053,0.1587892,1.7705832.237395
2019-12-23 17:49:06:096,0.1705218,1.7726922.2245
2019-12-23 17:49:06:131,0.1848198,1.774992.209511
2019-12-23 17:49:06:172,0.21264,1.7803442.18136
2019-12-23 17:49:06:212,0.2264789,1.7827332.167225
2019-12-23 17:49:06:253,0.2400305,1.7850112.154534
2019-12-23 17:49:06:302,0.2531452,1.7859712.140627
2019-12-23 17:49:06:340,0.2787791,1.7886882.117121
2019-12-23 17:49:06:381,0.2926962,1.7895912.104145
2019-12-23 17:49:06:416,0.3040818,1.7916772.094431
2019-12-23 17:49:06:453,0.3146291,1.7915122.084857
2019-12-23 17:49:06:513,0.3361174,1.7938342.067683
2019-12-23 17:49:06:556,0.3451991,1.7945282.058985
2019-12-23 17:49:06:605,0.3533732,1.7945532.052206
2019-12-23 17:49:06:644,0.3695388,1.7953082.038686
2019-12-23 17:49:06:688,0.3779316,1.7958682.031645
2019-12-23 17:49:06:730,0.385121,1.7954392.023821
2019-12-23 17:49:06:766,0.3926107,1.7952742.01578
2019-12-23 17:49:06:811,0.4079353,1.7966191.999665
2019-12-23 17:49:06:853,0.4152789,1.7968421.991995
2019-12-23 17:49:06:899,0.4238502,1.7970821.982363
2019-12-23 17:49:06:938,0.4408076,1.7952291.961064
2019-12-23 17:49:06:980,0.4491445,1.79321.950649
2019-12-23 17:49:07:017,0.457822,1.7923041.939727
2019-12-23 17:49:07:052,0.4676329,1.7899721.927501
2019-12-23 17:49:07:091,0.4754827,1.7892621.915773
2019-12-23 17:49:07:127,0.4826497,1.7903371.902717
2019-12-23 17:49:07:165,0.4909833,1.7906041.888398
2019-12-23 17:49:07:206,0.5057011,1.7984721.856163
2019-12-23 17:49:07:244,0.5097859,1.8051181.841444
2019-12-23 17:49:07:289,0.5152673,1.8085261.824274
2019-12-23 17:49:07:331,0.5217839,1.8134621.805902
2019-12-23 17:49:07:375,0.5310934,1.8191721.774091
2019-12-23 17:49:07:416,0.5393695,1.8217271.760991
2019-12-23 17:49:07:457,0.5461645,1.8258781.748935
2019-12-23 17:49:07:507,0.5602592,1.8314561.726604
2019-12-23 17:49:07:546,0.5676048,1.8324431.715809
2019-12-23 17:49:07:594,0.5748831,1.8347381.709558
2019-12-23 17:49:07:636,0.5848014,1.8340471.699957
2019-12-23 17:49:07:684,0.6034755,1.8340171.685949
2019-12-23 17:49:07:729,0.612133,1.836541.680545
2019-12-23 17:49:07:767,0.6283611,1.8334011.674667
2019-12-23 17:49:07:816,0.6545255,1.8298251.662628
2019-12-23 17:49:07:854,0.6658822,1.8291411.659481
2019-12-23 17:49:07:896,0.6856809,1.824011.659308
2019-12-23 17:49:07:931,0.6994281,1.8239591.656997
2019-12-23 17:49:07:965,0.7288827,1.8172391.653857
2019-12-23 17:49:08:010,0.7416778,1.8158421.655324
2019-12-23 17:49:08:044,0.7571414,1.8124041.659634
2019-12-23 17:49:08:084,0.778024,1.8118811.671889
2019-12-23 17:49:08:117,0.7951247,1.8158221.675211
2019-12-23 17:49:08:158,0.814511,1.8188081.682477
2019-12-23 17:49:08:194,0.8336034,1.8189461.682806
2019-12-23 17:49:08:232,0.8516521,1.8198691.689108
2019-12-23 17:49:08:264,0.8754975,1.8218811.689532
2019-12-23 17:49:08:302,0.8754975,1.8218811.689532
2019-12-23 17:49:08:335,0.9181837,1.8205281.710604
2019-12-23 17:49:08:370,0.9318706,1.8139521.716603
2019-12-23 17:49:08:408,0.9407181,1.8178021.710623
2019-12-23 17:49:08:447,0.9576195,1.8138941.716462
2019-12-23 17:49:08:485,0.9678074,1.8135541.719002
2019-12-23 17:49:08:519,0.9708528,1.8165011.716594
2019-12-23 17:49:08:553,0.9838915,1.8146221.722716
2019-12-23 17:49:08:589,0.9904805,1.8146631.724353
2019-12-23 17:49:08:623,0.9975603,1.8141261.726759
2019-12-23 17:49:08:659,1.004197,1.8139111.729306
2019-12-23 17:49:08:697,1.010042,1.814291.731066
2019-12-23 17:49:08:733,1.014221,1.8131641.731763
2019-12-23 17:49:08:773,1.025008,1.8118981.734264
2019-12-23 17:49:08:819,1.032475,1.8113781.735246
2019-12-23 17:49:08:858,1.0371,1.8109351.736319
2019-12-23 17:49:08:901,1.049836,1.8092371.737963
2019-12-23 17:49:08:935,1.057397,1.8091341.739997
2019-12-23 17:49:08:954,1.057397,1.8091341.739997
2019-12-23 17:49:08:995,1.061796,1.8083311.740324
2019-12-23 17:49:09:028,1.066869,1.8063581.738589
2019-12-23 17:49:09:065,0.9500549,1.6330861.754611
2019-12-23 17:49:09:103,0.9517479,1.6465231.761155
2019-12-23 17:49:09:136,0.9507774,1.5568391.772935
2019-12-23 17:49:09:149,0.9507774,1.5568391.772935
2019-12-23 17:49:09:188,0.9536191,1.5474151.77757
2019-12-23 17:49:09:221,0.9572989,1.5437241.781595
2019-12-23 17:49:09:253,0.9667209,1.5537771.783088
2019-12-23 17:49:09:289,0.9834548,1.5781081.78802
2019-12-23 17:49:09:325,0.9893379,1.5763471.791076
2019-12-23 17:49:09:358,1.026639,1.5524051.839936
2019-12-23 17:49:09:398,0.1709323,1.1124970.5702046
2019-12-23 17:49:09:430,0,1.10.32
2019-12-23 17:49:09:468,0,1.10.32
2019-12-23 17:49:09:504,0,1.10.32
2019-12-23 17:49:09:542,0,1.10.32
2019-12-23 17:49:09:585,0,1.10.32
2019-12-23 17:49:09:618,0,1.10.32
2019-12-23 17:49:09:653,0,1.10.32
2019-12-23 17:49:09:690,0,1.10.32
2019-12-23 17:49:09:724,0,1.10.32
2019-12-23 17:49:09:767,0,1.10.32
2019-12-23 17:49:09:802,0,1.10.32
2019-12-23 17:49:09:834,0,1.10.32
2019-12-23 17:49:09:876,0,1.10.32
2019-12-23 17:49:09:915,0,1.10.32
2019-12-23 17:49:09:953,0,1.10.32
2019-12-23 17:49:09:996,0,1.10.32
2019-12-23 17:49:10:029,0,1.10.32
2019-12-23 17:49:10:064,0,1.10.32
2019-12-23 17:49:10:096,0,1.10.32
2019-12-23 17:49:10:128,0,1.10.32
2019-12-23 17:49:10:164,0,1.10.32
2019-12-23 17:49:10:203,0,1.10.32
2019-12-23 17:49:10:234,0,1.10.32
2019-12-23 17:49:10:270,0,1.10.32
2019-12-23 17:49:10:311,0,1.10.32
2019-12-23 17:49:10:343,0,1.10.32
2019-12-23 17:49:10:380,0,1.10.32
2019-12-23 17:49:10:417, no_human
2019-12-23 17:49:10:443, no_human
2019-12-23 17:49:10:448, no_human
2019-12-23 17:49:10:490, no_human
2019-12-23 17:49:10:516, no_human
2019-12-23 17:49:10:541, no_human
2019-12-23 17:49:10:548, no_human
2019-12-23 17:49:10:588, no_human
2019-12-23 17:49:10:618, no_human
2019-12-23 17:49:10:651, no_human
2019-12-23 17:49:10:684, no_human
2019-12-23 17:49:10:711, no_human
2019-12-23 17:49:10:717, no_human
2019-12-23 17:49:10:754, no_human
2019-12-23 17:49:10:784, no_human
2019-12-23 17:49:10:800, no_human
2019-12-23 17:49:10:815, no_human
2019-12-23 17:49:10:843, no_human
2019-12-23 17:49:10:848, no_human
2019-12-23 17:49:10:887, no_human
2019-12-23 17:49:10:912, no_human
2019-12-23 17:49:10:918, no_human
2019-12-23 17:49:10:956, no_human
2019-12-23 17:49:10:989, no_human
2019-12-23 17:49:11:019, no_human
2019-12-23 17:49:11:048, no_human
2019-12-23 17:49:11:083, no_human
2019-12-23 17:49:11:111, no_human
2019-12-23 17:49:11:117, no_human
2019-12-23 17:49:11:153, no_human
2019-12-23 17:49:11:183, no_human
2019-12-23 17:49:11:190, no_human
2019-12-23 17:49:11:223, no_human
2019-12-23 17:49:11:249, no_human
2019-12-23 17:49:11:280, no_human
2019-12-23 17:49:11:287, no_human
2019-12-23 17:49:11:322, no_human
2019-12-23 17:49:11:347, no_human
2019-12-23 17:49:11:354, no_human
2019-12-23 17:49:11:391, no_human
2019-12-23 17:49:11:417, no_human
2019-12-23 17:49:11:445, no_human
2019-12-23 17:49:11:450, no_human
2019-12-23 17:49:11:491, no_human
2019-12-23 17:49:11:519, no_human
2019-12-23 17:49:11:546, no_human
2019-12-23 17:49:11:553, no_human
2019-12-23 17:49:11:596, no_human
2019-12-23 17:49:11:624, no_human
2019-12-23 17:49:11:653, no_human
2019-12-23 17:49:11:690, no_human
2019-12-23 17:49:11:723, no_human
2019-12-23 17:49:11:752, no_human
2019-12-23 17:49:11:782, no_human
2019-12-23 17:49:11:793, no_human
2019-12-23 17:49:11:827, no_human
2019-12-23 17:49:11:859, no_human
2019-12-23 17:49:11:896, no_human
2019-12-23 17:49:11:926, no_human
2019-12-23 17:49:11:957, no_human
2019-12-23 17:49:11:995, no_human
2019-12-23 17:49:12:024, no_human
2019-12-23 17:49:12:056, no_human
2019-12-23 17:49:12:094, no_human
2019-12-23 17:49:12:128, no_human
2019-12-23 17:49:12:162, no_human
2019-12-23 17:49:12:200, no_human
2019-12-23 17:49:12:233, no_human
2019-12-23 17:49:12:265, no_human
2019-12-23 17:49:12:301, no_human
2019-12-23 17:49:12:329, no_human
2019-12-23 17:49:12:357, no_human
2019-12-23 17:49:12:391, no_human
2019-12-23 17:49:12:420, no_human
2019-12-23 17:49:12:449, no_human
2019-12-23 17:49:12:483, no_human
2019-12-23 17:49:12:493, no_human
2019-12-23 17:49:12:528, no_human
2019-12-23 17:49:12:556, no_human
2019-12-23 17:49:12:590, no_human
2019-12-23 17:49:12:618, no_human
2019-12-23 17:49:12:646,1.152606,1.7295882.764458
2019-12-23 17:49:12:686,1.140772,1.7414282.766804
2019-12-23 17:49:12:724,1.118628,1.739832.76604
2019-12-23 17:49:12:764,1.103924,1.7443212.76877
2019-12-23 17:49:12:809,1.077172,1.7414352.76994
2019-12-23 17:49:12:847,1.058381,1.7457752.776063
2019-12-23 17:49:12:897,1.04782,1.743752.777032
2019-12-23 17:49:12:932,1.025877,1.7445862.777372
2019-12-23 17:49:12:968,1.017549,1.7452192.780703
2019-12-23 17:49:13:015,1.006773,1.743612.776171
2019-12-23 17:49:13:054,0.9991083,1.7438982.775427
2019-12-23 17:49:13:094,0.9904256,1.742712.771672
2019-12-23 17:49:13:129,0.9821812,1.7413022.77006
2019-12-23 17:49:13:164,0.9768614,1.7420542.773146
2019-12-23 17:49:13:209,0.9611444,1.7368642.769898
2019-12-23 17:49:13:258,0.9555406,1.7341552.762916
2019-12-23 17:49:13:307,0.9430661,1.7287692.753424
2019-12-23 17:49:13:347,0.9337965,1.7236372.753048
2019-12-23 17:49:13:392,0.9274737,1.7204462.751096
2019-12-23 17:49:13:430,0.9193745,1.7164652.748986
2019-12-23 17:49:13:476,0.9052309,1.7094752.740517
2019-12-23 17:49:13:513,0.8957246,1.7074522.736299
2019-12-23 17:49:13:547,0.8861653,1.7042512.730914
2019-12-23 17:49:13:591,0.8768752,1.7028532.72712
2019-12-23 17:49:13:628,0.8663645,1.7030442.72316
2019-12-23 17:49:13:664,0.8523059,1.6990682.720357
2019-12-23 17:49:13:709,0.8290899,1.6894012.716395
2019-12-23 17:49:13:746,0.8177655,1.6868122.717804
2019-12-23 17:49:13:787,0.7988009,1.6861672.72069
2019-12-23 17:49:13:824,0.7817791,1.6891022.71848
2019-12-23 17:49:13:861,0.7615362,1.6946992.720089
2019-12-23 17:49:13:904,0.7284325,1.7084372.720432
2019-12-23 17:49:13:948,0.7173977,1.706392.718683
2019-12-23 17:49:13:986,0.7032123,1.7080382.716134
2019-12-23 17:49:14:024,0.6878773,1.7086512.711134
2019-12-23 17:49:14:061,0.6766636,1.7112572.707876
2019-12-23 17:49:14:102,0.6528165,1.7203332.695118
2019-12-23 17:49:14:141,0.6461366,1.7193452.692029
2019-12-23 17:49:14:188,0.6390589,1.7202642.688073
2019-12-23 17:49:14:226,0.6319064,1.7216172.68318
2019-12-23 17:49:14:264,0.6242325,1.7219522.676623
2019-12-23 17:49:14:303,0.6131461,1.7221252.664837
2019-12-23 17:49:14:341,0.6063972,1.7242792.657719
2019-12-23 17:49:14:382,0.5982881,1.7240432.64711
2019-12-23 17:49:14:429,0.5938689,1.7251992.641942
2019-12-23 17:49:14:469,0.5853482,1.7264272.631942
2019-12-23 17:49:14:513,0.5704267,1.7251752.61157
2019-12-23 17:49:14:558,0.563078,1.7251982.602
2019-12-23 17:49:14:599,0.5525847,1.7238252.588063
2019-12-23 17:49:14:641,0.538298,1.7214752.564164
2019-12-23 17:49:14:677,0.52943,1.7195922.548671
2019-12-23 17:49:14:722,0.5234726,1.7190272.535848
2019-12-23 17:49:14:758,0.5165483,1.7187242.521919
2019-12-23 17:49:14:799,0.5099234,1.7214162.508123
2019-12-23 17:49:14:832,0.496592,1.7337452.478892
2019-12-23 17:49:14:868,0.4921388,1.7383622.467282
2019-12-23 17:49:14:907,0.4868996,1.7431262.452159
2019-12-23 17:49:14:940,0.4813433,1.7484222.437225
2019-12-23 17:49:14:984,0.477481,1.7514022.428367
2019-12-23 17:49:15:024,0.4719241,1.7552162.413963
2019-12-23 17:49:15:058,0.4683515,1.7575442.402706
2019-12-23 17:49:15:101,0.4651514,1.757832.39171
2019-12-23 17:49:15:133,0.4598023,1.7577782.369871
2019-12-23 17:49:15:172,0.4571872,1.7590422.358154
2019-12-23 17:49:15:209,0.4555875,1.7594632.349235
2019-12-23 17:49:15:242,0.4545681,1.7606332.34303
2019-12-23 17:49:15:282,0.4533155,1.7607042.336441
2019-12-23 17:49:15:320,0.4523239,1.7619282.329986
2019-12-23 17:49:15:353,0.4505811,1.763432.324399
2019-12-23 17:49:15:393,0.4492301,1.7638112.319184
2019-12-23 17:49:15:430,0.447722,1.7629842.313824
2019-12-23 17:49:15:463,0.4437232,1.7660352.303034
2019-12-23 17:49:15:503,0.4437232,1.7660352.303034
2019-12-23 17:49:15:544,0.4406045,1.7685412.293616
2019-12-23 17:49:15:587,0.4373407,1.7684232.290248
2019-12-23 17:49:15:625,0.4331168,1.7680362.287591
