2019-12-10 22:21:52:785, no_human
2019-12-10 22:21:52:795, no_human
2019-12-10 22:21:53:056, no_human
2019-12-10 22:21:53:126, no_human
2019-12-10 22:21:53:143, no_human
2019-12-10 22:21:53:159, no_human
2019-12-10 22:21:53:175, no_human
2019-12-10 22:21:53:192, no_human
2019-12-10 22:21:53:208, no_human
2019-12-10 22:21:53:225, no_human
2019-12-10 22:21:53:243, no_human
2019-12-10 22:21:53:282, no_human
2019-12-10 22:21:53:301, no_human
2019-12-10 22:21:53:313, no_human
2019-12-10 22:21:53:337, no_human
2019-12-10 22:21:53:343, no_human
2019-12-10 22:21:53:359, no_human
2019-12-10 22:21:53:375, no_human
2019-12-10 22:21:53:414, no_human
2019-12-10 22:21:53:438, no_human
2019-12-10 22:21:53:443, no_human
2019-12-10 22:21:53:482, no_human
2019-12-10 22:21:53:506, no_human
2019-12-10 22:21:53:511, no_human
2019-12-10 22:21:53:549, no_human
2019-12-10 22:21:53:583, no_human
2019-12-10 22:21:53:617, no_human
2019-12-10 22:21:53:651, no_human
2019-12-10 22:21:53:683, no_human
2019-12-10 22:21:53:717, no_human
2019-12-10 22:21:53:750, no_human
2019-12-10 22:21:53:785, no_human
2019-12-10 22:21:53:815, no_human
2019-12-10 22:21:53:849, no_human
2019-12-10 22:21:53:888, no_human
2019-12-10 22:21:53:916, no_human
2019-12-10 22:21:53:952, no_human
2019-12-10 22:21:53:983, no_human
2019-12-10 22:21:54:017, no_human
2019-12-10 22:21:54:052, no_human
2019-12-10 22:21:54:087, no_human
2019-12-10 22:21:54:117, no_human
2019-12-10 22:21:54:152, no_human
2019-12-10 22:21:54:184, no_human
2019-12-10 22:21:54:217, no_human
2019-12-10 22:21:54:253, no_human
2019-12-10 22:21:54:282, no_human
2019-12-10 22:21:54:306, no_human
2019-12-10 22:21:54:309, no_human
2019-12-10 22:21:54:348, no_human
2019-12-10 22:21:54:384, no_human
2019-12-10 22:21:54:416, no_human
2019-12-10 22:21:54:457, no_human
2019-12-10 22:21:54:494, no_human
2019-12-10 22:21:54:540, no_human
2019-12-10 22:21:54:576, no_human
2019-12-10 22:21:54:610, no_human
2019-12-10 22:21:54:654, no_human
2019-12-10 22:21:54:682, no_human
2019-12-10 22:21:54:705, no_human
2019-12-10 22:21:54:709, no_human
2019-12-10 22:21:56:092,0.01474265,1.7497932.584545
2019-12-10 22:21:56:132,0.01647686,1.7496382.586073
2019-12-10 22:21:56:170,0.01949893,1.7494252.589852
2019-12-10 22:21:56:223,0.02080246,1.7497042.593305
2019-12-10 22:21:56:262,0.02132857,1.7495092.594522
2019-12-10 22:21:56:304,0.02251706,1.7493882.596856
2019-12-10 22:21:56:354,0.02329327,1.7496542.60021
2019-12-10 22:21:56:389,0.02336375,1.7495942.60052
2019-12-10 22:21:56:425,0.02346754,1.7497262.601603
2019-12-10 22:21:56:459,0.02352713,1.7497642.603291
2019-12-10 22:21:56:492,0.02353449,1.7500132.604762
2019-12-10 22:21:56:524,0.0234748,1.7501192.605315
2019-12-10 22:21:56:558,0.02321061,1.7501342.606223
2019-12-10 22:21:56:590,0.02298689,1.7500572.606923
2019-12-10 22:21:56:624,0.02279062,1.7499132.607492
2019-12-10 22:21:56:658,0.02250525,1.7498182.607986
2019-12-10 22:21:56:693,0.02216249,1.7498392.608421
2019-12-10 22:21:56:735,0.02128333,1.7498572.609613
2019-12-10 22:21:56:769,0.02070665,1.7498432.610188
2019-12-10 22:21:56:803,0.01994408,1.7499942.611583
2019-12-10 22:21:56:839,0.01938123,1.750062.612338
2019-12-10 22:21:56:882,0.01879974,1.7499832.612966
2019-12-10 22:21:56:916,0.01824229,1.7499812.613652
2019-12-10 22:21:56:950,0.01744896,1.7496652.614502
2019-12-10 22:21:56:984,0.01709803,1.7495812.614769
2019-12-10 22:21:57:015,0.01664155,1.7494782.615299
2019-12-10 22:21:57:049,0.01605881,1.7491652.615976
2019-12-10 22:21:57:084,0.01524556,1.7495892.617507
2019-12-10 22:21:57:116,0.01478446,1.7496592.617929
2019-12-10 22:21:57:149,0.01420826,1.749562.618648
2019-12-10 22:21:57:182,0.01370801,1.7495452.619215
2019-12-10 22:21:57:215,0.01299622,1.7495292.619927
2019-12-10 22:21:57:252,0.01262087,1.749652.620277
2019-12-10 22:21:57:291,0.01161807,1.7496532.62107
2019-12-10 22:21:57:327,0.01110474,1.7499422.6216
2019-12-10 22:21:57:372,0.009179344,1.7501082.622759
2019-12-10 22:21:57:406,0.008239807,1.7504332.623462
2019-12-10 22:21:57:436,0.007822013,1.7504412.623562
2019-12-10 22:21:57:468,0.006847072,1.7506282.623974
2019-12-10 22:21:57:505,0.005731144,1.7507982.624347
2019-12-10 22:21:57:549,0.005184864,1.7509012.624474
2019-12-10 22:21:57:586,0.004317795,1.7506932.625045
2019-12-10 22:21:57:626,0.003225669,1.7510022.625382
2019-12-10 22:21:57:657,0.003225669,1.7510022.625382
2019-12-10 22:21:57:693,0.00259788,1.7508912.62552
2019-12-10 22:21:57:733,0.001545698,1.7510492.626057
2019-12-10 22:21:57:752,0.001545698,1.7510492.626057
2019-12-10 22:21:57:784,0.001044806,1.7509472.62612
2019-12-10 22:21:57:816,0.0002946934,1.7508872.626569
2019-12-10 22:21:57:855,-0.0002807059,1.7509292.626914
2019-12-10 22:21:57:891,-0.0005551972,1.7508032.626905
2019-12-10 22:21:57:930,-0.0011382,1.7507482.62711
2019-12-10 22:21:57:963,-0.001220579,1.7507742.627147
2019-12-10 22:21:57:995,-0.001388757,1.750842.627251
2019-12-10 22:21:58:028,-0.001629232,1.7508022.627363
2019-12-10 22:21:58:069,-0.00181345,1.7510292.627664
2019-12-10 22:21:58:116,-0.002126235,1.7508612.627764
2019-12-10 22:21:58:150,-0.002275255,1.7508322.62783
2019-12-10 22:21:58:183,-0.002457434,1.7509562.627972
2019-12-10 22:21:58:216,-0.002791561,1.7510342.628227
2019-12-10 22:21:58:249,-0.003174752,1.7511982.628282
2019-12-10 22:21:58:283,-0.003461353,1.7511912.62833
2019-12-10 22:21:58:317,-0.003838104,1.7514182.628289
2019-12-10 22:21:58:349,-0.004316701,1.7515612.628347
2019-12-10 22:21:58:385,-0.004915793,1.7518262.628516
2019-12-10 22:21:58:423,-0.005311126,1.751922.628552
2019-12-10 22:21:58:460,-0.006205231,1.752132.628191
2019-12-10 22:21:58:502,-0.007249324,1.7522662.628251
2019-12-10 22:21:58:551,-0.008415682,1.7523992.628349
2019-12-10 22:21:58:586,-0.009658974,1.7526372.628747
2019-12-10 22:21:58:619,-0.01011062,1.7526672.628582
2019-12-10 22:21:58:650,-0.01117849,1.752332.628498
2019-12-10 22:21:58:683,-0.01175028,1.7521472.628449
2019-12-10 22:21:58:715,-0.01212207,1.7522142.628586
2019-12-10 22:21:58:749,-0.01286708,1.7522382.628636
2019-12-10 22:21:58:785,-0.01360511,1.7521962.628801
2019-12-10 22:21:58:826,-0.01440614,1.7520232.629084
2019-12-10 22:21:58:867,-0.01553952,1.7516852.629178
2019-12-10 22:21:58:902,-0.01631761,1.7519732.629411
2019-12-10 22:21:58:954,-0.01679701,1.7519632.629679
2019-12-10 22:21:58:994,-0.0174276,1.7517852.629727
2019-12-10 22:21:59:026,-0.01782002,1.7518642.62976
2019-12-10 22:21:59:061,-0.01821188,1.7517762.629882
2019-12-10 22:21:59:102,-0.01919922,1.7524472.630611
2019-12-10 22:21:59:158,-0.01959879,1.7527172.630978
2019-12-10 22:21:59:201,-0.01996713,1.7528342.631275
2019-12-10 22:21:59:241,-0.0204276,1.7527532.63214
2019-12-10 22:21:59:296,-0.02068792,1.7526942.632509
2019-12-10 22:21:59:357,-0.02108313,1.7527622.632872
2019-12-10 22:21:59:419,-0.02187102,1.7528092.633377
2019-12-10 22:21:59:464,-0.02221872,1.7528432.633891
2019-12-10 22:21:59:506,-0.02281476,1.7527752.63482
2019-12-10 22:21:59:552,-0.02296495,1.7528522.635206
2019-12-10 22:21:59:585,-0.02307323,1.7527772.636129
2019-12-10 22:21:59:627,-0.02307151,1.7525942.636357
2019-12-10 22:21:59:662,-0.02287177,1.7525952.636679
2019-12-10 22:21:59:700,-0.02180054,1.751822.637361
2019-12-10 22:21:59:737,-0.02093344,1.7514472.638273
2019-12-10 22:21:59:785,-0.01973123,1.7512132.638896
2019-12-10 22:21:59:824,-0.01778398,1.7509662.639747
2019-12-10 22:21:59:864,-0.01624058,1.7498742.640418
2019-12-10 22:21:59:899,-0.01327686,1.7494032.641631
2019-12-10 22:21:59:935,-0.01152147,1.7486022.642334
2019-12-10 22:21:59:968,-0.01041074,1.7482312.642623
2019-12-10 22:22:00:023,-0.009620971,1.747772.642984
2019-12-10 22:22:00:090,-0.008658929,1.7473612.64386
2019-12-10 22:22:00:134,-0.008592838,1.7472942.644104
2019-12-10 22:22:00:191,-0.008596564,1.7471752.644155
2019-12-10 22:22:00:240,-0.008626101,1.747122.644082
2019-12-10 22:22:00:290,-0.009248707,1.7473912.643955
2019-12-10 22:22:00:328,-0.009513017,1.7473972.644063
2019-12-10 22:22:00:362,-0.01019235,1.7472832.643609
2019-12-10 22:22:00:400,-0.01070647,1.7472912.643061
2019-12-10 22:22:00:438,-0.01096169,1.7471292.642582
2019-12-10 22:22:00:483,-0.01116522,1.7470262.642207
2019-12-10 22:22:00:523,-0.01125379,1.7469972.642048
2019-12-10 22:22:00:562,-0.01145001,1.746792.641586
2019-12-10 22:22:00:598,-0.01129884,1.7465092.640936
2019-12-10 22:22:00:637,-0.01139286,1.7463222.640126
2019-12-10 22:22:00:673,-0.01127767,1.7463242.639866
2019-12-10 22:22:00:718,-0.01100946,1.7463022.639456
2019-12-10 22:22:00:758,-0.009956974,1.7460722.638883
2019-12-10 22:22:00:795,-0.009461376,1.7463382.638522
2019-12-10 22:22:00:835,-0.008610336,1.7466122.637807
2019-12-10 22:22:00:875,-0.008033741,1.7467642.637455
2019-12-10 22:22:00:917,-0.007388804,1.7463372.636973
2019-12-10 22:22:00:955,-0.006867961,1.7459372.636955
2019-12-10 22:22:00:992,-0.005971895,1.7456852.636802
2019-12-10 22:22:01:028,-0.005727325,1.745722.636658
2019-12-10 22:22:01:066,-0.004140996,1.7460422.635402
2019-12-10 22:22:01:118,-0.003715578,1.7457692.635252
2019-12-10 22:22:01:188,-0.002629985,1.7460072.634656
2019-12-10 22:22:01:242,-0.002041489,1.7461682.634044
2019-12-10 22:22:01:299,-0.001764255,1.7467922.633738
2019-12-10 22:22:01:354,-0.001798549,1.7476922.632752
2019-12-10 22:22:01:405,-0.001964466,1.7481272.632334
2019-12-10 22:22:01:457,-0.002752986,1.7489272.631463
2019-12-10 22:22:01:519,-0.00382901,1.7496532.630516
2019-12-10 22:22:01:562,-0.004531271,1.7506492.630108
2019-12-10 22:22:01:628,-0.005221521,1.7510772.62941
2019-12-10 22:22:01:690,-0.006392782,1.7512112.628522
2019-12-10 22:22:01:736,-0.006823004,1.7513762.62815
2019-12-10 22:22:01:787,-0.007537281,1.7514622.627471
2019-12-10 22:22:01:837,-0.007694044,1.7513922.627062
2019-12-10 22:22:01:894,-0.00773118,1.7513332.626749
2019-12-10 22:22:01:956,-0.007386839,1.7511092.626597
2019-12-10 22:22:02:008,-0.007122679,1.7510412.62649
2019-12-10 22:22:02:056,-0.004010988,1.7499552.62594
2019-12-10 22:22:02:094,-0.002712541,1.7495752.626132
2019-12-10 22:22:02:126,-0.0009724456,1.7487572.626142
2019-12-10 22:22:02:160,0.0003655294,1.748132.625819
2019-12-10 22:22:02:196,0.003601178,1.7463432.625464
2019-12-10 22:22:02:227,0.004697992,1.7462662.625572
2019-12-10 22:22:02:266,0.004697992,1.7462662.625572
2019-12-10 22:22:02:303,0.00724464,1.7452722.625346
2019-12-10 22:22:02:342,0.009127857,1.7447882.625145
2019-12-10 22:22:02:384,0.01034233,1.7443482.625016
2019-12-10 22:22:02:419,0.0113737,1.743792.624611
2019-12-10 22:22:02:457,0.01310965,1.7433132.624192
2019-12-10 22:22:02:492,0.01392689,1.7432452.62421
2019-12-10 22:22:02:525,0.01492757,1.7428822.62395
2019-12-10 22:22:02:571,0.01558257,1.7426812.62351
2019-12-10 22:22:02:617,0.01711182,1.7417522.622459
2019-12-10 22:22:02:656,0.01711021,1.7418022.622371
2019-12-10 22:22:02:706,0.01717518,1.7416542.621672
2019-12-10 22:22:02:757,0.01717082,1.7417532.621355
2019-12-10 22:22:02:801,0.01709428,1.7417412.621054
2019-12-10 22:22:02:854,0.01675112,1.7414962.619847
2019-12-10 22:22:02:898,0.01681096,1.741432.61929
2019-12-10 22:22:02:933,0.01658656,1.7415692.61915
2019-12-10 22:22:02:968,0.01646812,1.741652.618719
2019-12-10 22:22:03:001,0.01607688,1.7415722.618413
2019-12-10 22:22:03:033,0.01596615,1.7417862.618354
2019-12-10 22:22:03:068,0.01599325,1.7420542.617663
2019-12-10 22:22:03:104,0.015752,1.742082.617511
2019-12-10 22:22:03:151,0.01560924,1.742042.617572
2019-12-10 22:22:03:183,0.01555874,1.7421472.617525
2019-12-10 22:22:03:216,0.01531764,1.7424932.616756
2019-12-10 22:22:03:250,0.01529115,1.742642.61653
2019-12-10 22:22:03:285,0.01475863,1.7425582.616082
2019-12-10 22:22:03:322,0.01466691,1.7426882.615923
2019-12-10 22:22:03:358,0.01443503,1.7431142.615794
2019-12-10 22:22:03:394,0.01429653,1.7431532.615664
2019-12-10 22:22:03:432,0.0142339,1.743152.615253
2019-12-10 22:22:03:471,0.01417747,1.743512.615017
2019-12-10 22:22:03:502,0.01431864,1.7435232.614945
2019-12-10 22:22:03:537,0.01447138,1.7432572.614347
2019-12-10 22:22:03:575,0.01450542,1.7432792.614331
2019-12-10 22:22:03:625,0.01489823,1.7432532.614187
2019-12-10 22:22:03:657,0.01515262,1.7432342.614155
2019-12-10 22:22:03:690,0.01568972,1.743322.613895
2019-12-10 22:22:03:723,0.01599819,1.7433722.613957
2019-12-10 22:22:03:759,0.01636301,1.7434722.61385
2019-12-10 22:22:03:794,0.01654152,1.7435042.613901
2019-12-10 22:22:03:826,0.016949,1.7437072.613688
2019-12-10 22:22:03:858,0.01716987,1.7436212.61376
2019-12-10 22:22:03:891,0.01760663,1.7438352.613657
2019-12-10 22:22:03:963,0.01803078,1.7438272.613504
2019-12-10 22:22:04:028,0.01844448,1.7441892.613429
2019-12-10 22:22:04:077,0.01852384,1.7441992.613412
2019-12-10 22:22:04:125,0.01878797,1.7442222.613436
2019-12-10 22:22:04:162,0.0189822,1.7440662.613392
2019-12-10 22:22:04:196,0.01901606,1.744212.613107
2019-12-10 22:22:04:235,0.01916802,1.7442712.613228
2019-12-10 22:22:04:278,0.01910898,1.7443472.61316
2019-12-10 22:22:04:320,0.01920001,1.7443652.612924
2019-12-10 22:22:04:363,0.01937242,1.7445342.612537
2019-12-10 22:22:04:411,0.01957593,1.744532.612329
2019-12-10 22:22:04:460,0.01949403,1.7444792.612073
2019-12-10 22:22:04:494,0.01950108,1.7444812.612073
2019-12-10 22:22:04:528,0.01960984,1.7444272.611705
2019-12-10 22:22:04:562,0.01985483,1.7442652.611463
2019-12-10 22:22:04:598,0.01989323,1.74432.611399
2019-12-10 22:22:04:646,0.01996844,1.744272.611242
2019-12-10 22:22:04:694,0.02006355,1.7442962.611226
2019-12-10 22:22:04:727,0.02008413,1.7442622.61118
2019-12-10 22:22:04:760,0.020161,1.74412.611164
2019-12-10 22:22:04:793,0.02025022,1.743952.61115
2019-12-10 22:22:04:826,0.02036139,1.7439012.611242
2019-12-10 22:22:04:860,0.020417,1.743852.611315
2019-12-10 22:22:04:899,0.02050016,1.7440582.6115
2019-12-10 22:22:04:942,0.02059302,1.7440142.611512
2019-12-10 22:22:04:980,0.02065973,1.7439582.611574
2019-12-10 22:22:05:013,0.02085113,1.7436432.611779
2019-12-10 22:22:05:046,0.0209674,1.7436912.611835
2019-12-10 22:22:05:079,0.02097305,1.7435912.611795
2019-12-10 22:22:05:116,0.02091351,1.7435912.611764
2019-12-10 22:22:05:149,0.02100223,1.7433632.611632
2019-12-10 22:22:05:184,0.02130607,1.7436942.611743
2019-12-10 22:22:05:230,0.0214194,1.7439142.61175
2019-12-10 22:22:05:263,0.02141386,1.7439982.611798
2019-12-10 22:22:05:294,0.02136573,1.744192.611459
2019-12-10 22:22:05:328,0.02112266,1.7447422.611284
2019-12-10 22:22:05:362,0.02061837,1.74482.610598
2019-12-10 22:22:05:399,0.01967525,1.7454472.609842
2019-12-10 22:22:05:434,0.01744186,1.7466322.60785
2019-12-10 22:22:05:456,0.01744186,1.7466322.60785
2019-12-10 22:22:05:495,0.01659237,1.7468842.607131
2019-12-10 22:22:05:531,0.01493738,1.7477032.606518
2019-12-10 22:22:05:567,0.01238975,1.7479062.604402
2019-12-10 22:22:05:607,0.01097759,1.7476592.603207
2019-12-10 22:22:05:643,0.01000817,1.7476882.602759
2019-12-10 22:22:05:676,0.009319945,1.7477772.602293
2019-12-10 22:22:05:711,0.008607212,1.7479132.602021
2019-12-10 22:22:05:752,0.008148086,1.7480262.601582
2019-12-10 22:22:05:787,0.007597493,1.7480122.600856
2019-12-10 22:22:05:827,0.007078307,1.7480972.600272
2019-12-10 22:22:05:860,0.006690796,1.748172.59966
2019-12-10 22:22:05:893,0.006212002,1.7482562.599274
2019-12-10 22:22:05:926,0.006003185,1.748352.599259
2019-12-10 22:22:05:962,0.005755142,1.7485122.599168
2019-12-10 22:22:05:994,0.005447985,1.7487232.599073
2019-12-10 22:22:06:026,0.005225987,1.7487612.598839
2019-12-10 22:22:06:072,0.004770891,1.7488592.598704
2019-12-10 22:22:06:106,0.004654274,1.7488862.598673
2019-12-10 22:22:06:139,0.00422528,1.749252.598923
2019-12-10 22:22:06:177,0.004038379,1.749262.59893
2019-12-10 22:22:06:211,0.003953897,1.7492452.598935
2019-12-10 22:22:06:244,0.003649603,1.7495422.599031
2019-12-10 22:22:06:276,0.003405533,1.7494612.599033
2019-12-10 22:22:06:309,0.003104419,1.7497732.599216
2019-12-10 22:22:06:342,0.002925235,1.7498592.599422
2019-12-10 22:22:06:380,0.00271863,1.7499712.599531
2019-12-10 22:22:06:420,0.002512922,1.7501152.599635
2019-12-10 22:22:06:459,0.0024431,1.7503582.599814
2019-12-10 22:22:06:494,0.002065929,1.7508072.60017
2019-12-10 22:22:06:528,0.001851349,1.7510162.600406
2019-12-10 22:22:06:561,0.001774723,1.7510342.600476
2019-12-10 22:22:06:596,0.001496613,1.7511772.600684
2019-12-10 22:22:06:628,0.001489898,1.7512242.600692
2019-12-10 22:22:06:662,0.00141473,1.7512642.600702
2019-12-10 22:22:06:695,0.00135346,1.7512892.60071
2019-12-10 22:22:06:728,0.001337388,1.7513362.600686
2019-12-10 22:22:06:766,0.00122051,1.7513042.600918
2019-12-10 22:22:06:808,0.001022591,1.7517162.60139
2019-12-10 22:22:06:847,0.000955225,1.7517152.601374
2019-12-10 22:22:06:881,0.0008006277,1.751752.601652
2019-12-10 22:22:06:915,0.0007437033,1.7517482.601661
2019-12-10 22:22:06:956,0.0005510112,1.7518442.601923
2019-12-10 22:22:06:989,0.0001141417,1.7520712.602529
2019-12-10 22:22:07:025,-0.0001723294,1.7520022.602559
2019-12-10 22:22:07:059,-0.0005885533,1.751932.603036
2019-12-10 22:22:07:094,-0.0009441332,1.7520732.603302
2019-12-10 22:22:07:127,-0.001251137,1.75212.603426
2019-12-10 22:22:07:163,-0.00151969,1.752222.604055
2019-12-10 22:22:07:196,-0.001678994,1.7521992.60433
2019-12-10 22:22:07:231,-0.001696616,1.7522342.604344
2019-12-10 22:22:07:265,-0.001750041,1.752222.604404
2019-12-10 22:22:07:300,-0.001783421,1.7522412.604526
2019-12-10 22:22:07:320,-0.001783421,1.7522412.604526
2019-12-10 22:22:07:355,-0.001721762,1.7521232.604436
2019-12-10 22:22:07:394,-0.001501792,1.7518222.603947
2019-12-10 22:22:07:437,0.002358015,1.7493722.599416
2019-12-10 22:22:07:472,0.005769601,1.7458812.594661
2019-12-10 22:22:07:505,0.01019855,1.7432292.590237
2019-12-10 22:22:07:541,0.0155436,1.7368042.584196
2019-12-10 22:22:07:575,0.02134371,1.7328562.579149
2019-12-10 22:22:07:608,0.02742444,1.7279772.571198
2019-12-10 22:22:07:644,0.03428745,1.7206372.562683
2019-12-10 22:22:07:690,0.0395617,1.7161892.555607
2019-12-10 22:22:07:732,0.05317397,1.701222.540226
2019-12-10 22:22:07:767,0.0618704,1.689782.529077
2019-12-10 22:22:07:801,0.06695429,1.6798172.522397
2019-12-10 22:22:07:844,0.07237963,1.6708732.515862
2019-12-10 22:22:07:881,0.07711507,1.6580022.507823
2019-12-10 22:22:07:921,0.08081611,1.6469612.50104
2019-12-10 22:22:07:957,0.08407361,1.6357412.493642
2019-12-10 22:22:07:992,0.08540981,1.6218552.489868
2019-12-10 22:22:08:028,0.08715472,1.6074312.484155
2019-12-10 22:22:08:060,0.08796279,1.5915612.478859
2019-12-10 22:22:08:094,0.08706424,1.5804312.476239
2019-12-10 22:22:08:133,0.08627366,1.5557082.453264
2019-12-10 22:22:08:173,0.08423527,1.5373942.442733
2019-12-10 22:22:08:207,0.08221304,1.5210662.437797
2019-12-10 22:22:08:219,0.08221304,1.5210662.437797
2019-12-10 22:22:08:257,0.078315,1.5057342.429403
2019-12-10 22:22:08:290,0.07504544,1.4778552.422353
2019-12-10 22:22:08:324,0.07194024,1.467192.417455
2019-12-10 22:22:08:362,0.06477012,1.4382212.414079
2019-12-10 22:22:08:397,0.0626872,1.4283352.407448
2019-12-10 22:22:08:434,0.05437847,1.395152.396979
2019-12-10 22:22:08:474,0.05013879,1.3783552.39356
2019-12-10 22:22:08:508,0.04757771,1.3643012.39181
2019-12-10 22:22:08:547,0.04395056,1.349512.390483
2019-12-10 22:22:08:587,0.04052268,1.3360632.389195
2019-12-10 22:22:08:619,0.0376186,1.3188822.387435
2019-12-10 22:22:08:651,0.03437247,1.3062932.388036
2019-12-10 22:22:08:690,0.03269034,1.2967032.38874
2019-12-10 22:22:08:736,0.02743029,1.2751742.392855
2019-12-10 22:22:08:774,0.02458838,1.2622512.395781
2019-12-10 22:22:08:817,0.02152637,1.2533332.398942
2019-12-10 22:22:08:853,0.01952442,1.2446342.401295
2019-12-10 22:22:08:892,0.01787003,1.2349982.40541
2019-12-10 22:22:08:930,0.01654823,1.2254052.409661
2019-12-10 22:22:08:963,0.01505002,1.2189152.41292
2019-12-10 22:22:08:997,0.01394104,1.2109462.417226
2019-12-10 22:22:09:033,0.01272614,1.1923472.424063
2019-12-10 22:22:09:067,0.009086953,1.1602672.448055
2019-12-10 22:22:09:087,0.009086953,1.1602672.448055
2019-12-10 22:22:09:121,0.008293021,1.1576442.447769
2019-12-10 22:22:09:158,0.007204946,1.1512982.450248
2019-12-10 22:22:09:202,0.00615728,1.1410272.456986
2019-12-10 22:22:09:252,0.004603505,1.1351922.462939
2019-12-10 22:22:09:284,0.003123431,1.1295122.468355
2019-12-10 22:22:09:317,0.001995533,1.1268392.473545
2019-12-10 22:22:09:349,0.0002421794,1.1239542.479997
2019-12-10 22:22:09:382,-0.001189586,1.122112.486666
2019-12-10 22:22:09:415,-0.002281951,1.1205562.497432
