2019-12-10 22:21:52:785, no_human
2019-12-10 22:21:52:795, no_human
2019-12-10 22:21:53:056, no_human
2019-12-10 22:21:53:126, no_human
2019-12-10 22:21:53:143, no_human
2019-12-10 22:21:53:159, no_human
2019-12-10 22:21:53:175, no_human
2019-12-10 22:21:53:192, no_human
2019-12-10 22:21:53:208, no_human
2019-12-10 22:21:53:225, no_human
2019-12-10 22:21:53:243, no_human
2019-12-10 22:21:53:282, no_human
2019-12-10 22:21:53:301, no_human
2019-12-10 22:21:53:313, no_human
2019-12-10 22:21:53:337, no_human
2019-12-10 22:21:53:343, no_human
2019-12-10 22:21:53:359, no_human
2019-12-10 22:21:53:375, no_human
2019-12-10 22:21:53:414, no_human
2019-12-10 22:21:53:438, no_human
2019-12-10 22:21:53:443, no_human
2019-12-10 22:21:53:482, no_human
2019-12-10 22:21:53:506, no_human
2019-12-10 22:21:53:511, no_human
2019-12-10 22:21:53:549, no_human
2019-12-10 22:21:53:583, no_human
2019-12-10 22:21:53:617, no_human
2019-12-10 22:21:53:651, no_human
2019-12-10 22:21:53:683, no_human
2019-12-10 22:21:53:717, no_human
2019-12-10 22:21:53:750, no_human
2019-12-10 22:21:53:785, no_human
2019-12-10 22:21:53:815, no_human
2019-12-10 22:21:53:849, no_human
2019-12-10 22:21:53:888, no_human
2019-12-10 22:21:53:916, no_human
2019-12-10 22:21:53:952, no_human
2019-12-10 22:21:53:983, no_human
2019-12-10 22:21:54:017, no_human
2019-12-10 22:21:54:052, no_human
2019-12-10 22:21:54:087, no_human
2019-12-10 22:21:54:117, no_human
2019-12-10 22:21:54:152, no_human
2019-12-10 22:21:54:184, no_human
2019-12-10 22:21:54:217, no_human
2019-12-10 22:21:54:253, no_human
2019-12-10 22:21:54:282, no_human
2019-12-10 22:21:54:306, no_human
2019-12-10 22:21:54:309, no_human
2019-12-10 22:21:54:348, no_human
2019-12-10 22:21:54:384, no_human
2019-12-10 22:21:54:416, no_human
2019-12-10 22:21:54:457, no_human
2019-12-10 22:21:54:494, no_human
2019-12-10 22:21:54:540, no_human
2019-12-10 22:21:54:576, no_human
2019-12-10 22:21:54:610, no_human
2019-12-10 22:21:54:654, no_human
2019-12-10 22:21:54:682, no_human
2019-12-10 22:21:54:705, no_human
2019-12-10 22:21:54:709, no_human
2019-12-10 22:21:56:425,3.446532,2.601603
2019-12-10 22:21:56:459,3.446473,2.603291
2019-12-10 22:21:56:492,3.446465,2.604762
2019-12-10 22:21:56:524,3.446525,2.605315
2019-12-10 22:21:56:558,3.44679,2.606223
2019-12-10 22:21:56:590,3.447013,2.606923
2019-12-10 22:21:56:624,3.447209,2.607492
2019-12-10 22:21:56:658,3.447495,2.607986
2019-12-10 22:21:56:693,3.447838,2.608421
2019-12-10 22:21:56:735,3.448717,2.609613
2019-12-10 22:21:56:769,3.449293,2.610188
2019-12-10 22:21:56:803,3.450056,2.611583
2019-12-10 22:21:56:839,3.450619,2.612338
2019-12-10 22:21:56:882,3.4512,2.612966
2019-12-10 22:21:56:916,3.451758,2.613652
2019-12-10 22:21:56:950,3.452551,2.614502
2019-12-10 22:21:56:984,3.452902,2.614769
2019-12-10 22:21:57:015,3.453358,2.615299
2019-12-10 22:21:57:049,3.453941,2.615976
2019-12-10 22:21:57:084,3.454754,2.617507
2019-12-10 22:21:57:116,3.455215,2.617929
2019-12-10 22:21:57:149,3.455792,2.618648
2019-12-10 22:21:57:182,3.456292,2.619215
2019-12-10 22:21:57:215,3.457004,2.619927
2019-12-10 22:21:57:252,3.457379,2.620277
2019-12-10 22:21:57:291,3.458382,2.62107
2019-12-10 22:21:57:327,3.458895,2.6216
2019-12-10 22:21:57:372,3.460821,2.622759
2019-12-10 22:21:57:406,3.46176,2.623462
2019-12-10 22:21:57:436,3.462178,2.623562
2019-12-10 22:21:57:468,3.463153,2.623974
2019-12-10 22:21:57:505,3.464269,2.624347
2019-12-10 22:21:57:549,3.464815,2.624474
2019-12-10 22:21:57:586,3.465682,2.625045
2019-12-10 22:21:57:626,3.466774,2.625382
2019-12-10 22:21:57:657,3.466774,2.625382
2019-12-10 22:21:57:693,3.467402,2.62552
2019-12-10 22:21:57:733,3.468454,2.626057
2019-12-10 22:21:57:752,3.468454,2.626057
2019-12-10 22:21:57:784,3.468955,2.62612
2019-12-10 22:21:57:816,3.469705,2.626569
2019-12-10 22:21:57:855,3.470281,2.626914
2019-12-10 22:21:57:891,3.470555,2.626905
2019-12-10 22:21:57:930,3.471138,2.62711
2019-12-10 22:21:57:963,3.47122,2.627147
2019-12-10 22:21:57:995,3.471389,2.627251
2019-12-10 22:21:58:028,3.471629,2.627363
2019-12-10 22:21:58:069,3.471813,2.627664
2019-12-10 22:21:58:116,3.472126,2.627764
2019-12-10 22:21:58:150,3.472275,2.62783
2019-12-10 22:21:58:183,3.472457,2.627972
2019-12-10 22:21:58:216,3.472792,2.628227
2019-12-10 22:21:58:249,3.473175,2.628282
2019-12-10 22:21:58:283,3.473461,2.62833
2019-12-10 22:21:58:317,3.473838,2.628289
2019-12-10 22:21:58:349,3.474317,2.628347
2019-12-10 22:21:58:385,3.474916,2.628516
2019-12-10 22:21:58:423,3.475311,2.628552
2019-12-10 22:21:58:460,3.476205,2.628191
2019-12-10 22:21:58:502,3.477249,2.628251
2019-12-10 22:21:58:551,3.478416,2.628349
2019-12-10 22:21:58:586,3.479659,2.628747
2019-12-10 22:21:58:619,3.480111,2.628582
2019-12-10 22:21:58:650,3.481179,2.628498
2019-12-10 22:21:58:683,3.48175,2.628449
2019-12-10 22:21:58:715,3.482122,2.628586
2019-12-10 22:21:58:749,3.482867,2.628636
2019-12-10 22:21:58:785,3.483605,2.628801
2019-12-10 22:21:58:826,3.484406,2.629084
2019-12-10 22:21:58:867,3.485539,2.629178
2019-12-10 22:21:58:902,3.486318,2.629411
2019-12-10 22:21:58:954,3.486797,2.629679
2019-12-10 22:21:58:994,3.487428,2.629727
2019-12-10 22:21:59:026,3.48782,2.62976
2019-12-10 22:21:59:061,3.488212,2.629882
2019-12-10 22:21:59:102,3.489199,2.630611
2019-12-10 22:21:59:158,3.489599,2.630978
2019-12-10 22:21:59:201,3.489967,2.631275
2019-12-10 22:21:59:241,3.490428,2.63214
2019-12-10 22:21:59:296,3.490688,2.632509
2019-12-10 22:21:59:357,3.491083,2.632872
2019-12-10 22:21:59:419,3.491871,2.633377
2019-12-10 22:21:59:464,3.492219,2.633891
2019-12-10 22:21:59:506,3.492815,2.63482
2019-12-10 22:21:59:552,3.492965,2.635206
2019-12-10 22:21:59:585,3.493073,2.636129
2019-12-10 22:21:59:627,3.493072,2.636357
2019-12-10 22:21:59:662,3.492872,2.636679
2019-12-10 22:21:59:700,3.491801,2.637361
2019-12-10 22:21:59:737,3.490933,2.638273
2019-12-10 22:21:59:785,3.489731,2.638896
2019-12-10 22:21:59:824,3.487784,2.639747
2019-12-10 22:21:59:864,3.486241,2.640418
2019-12-10 22:21:59:899,3.483277,2.641631
2019-12-10 22:21:59:935,3.481522,2.642334
2019-12-10 22:21:59:968,3.480411,2.642623
2019-12-10 22:22:00:023,3.479621,2.642984
2019-12-10 22:22:00:090,3.478659,2.64386
2019-12-10 22:22:00:134,3.478593,2.644104
2019-12-10 22:22:00:191,3.478597,2.644155
2019-12-10 22:22:00:240,3.478626,2.644082
2019-12-10 22:22:00:290,3.479249,2.643955
2019-12-10 22:22:00:328,3.479513,2.644063
2019-12-10 22:22:00:362,3.480192,2.643609
2019-12-10 22:22:00:400,3.480706,2.643061
2019-12-10 22:22:00:438,3.480962,2.642582
2019-12-10 22:22:00:483,3.481165,2.642207
2019-12-10 22:22:00:523,3.481254,2.642048
2019-12-10 22:22:00:562,3.48145,2.641586
2019-12-10 22:22:00:598,3.481299,2.640936
2019-12-10 22:22:00:637,3.481393,2.640126
2019-12-10 22:22:00:673,3.481278,2.639866
2019-12-10 22:22:00:718,3.481009,2.639456
2019-12-10 22:22:00:758,3.479957,2.638883
2019-12-10 22:22:00:795,3.479461,2.638522
2019-12-10 22:22:00:835,3.47861,2.637807
2019-12-10 22:22:00:875,3.478034,2.637455
2019-12-10 22:22:00:917,3.477389,2.636973
2019-12-10 22:22:00:955,3.476868,2.636955
2019-12-10 22:22:00:992,3.475972,2.636802
2019-12-10 22:22:01:028,3.475727,2.636658
2019-12-10 22:22:01:066,3.474141,2.635402
2019-12-10 22:22:01:118,3.473716,2.635252
2019-12-10 22:22:01:188,3.47263,2.634656
2019-12-10 22:22:01:242,3.472042,2.634044
2019-12-10 22:22:01:299,3.471764,2.633738
2019-12-10 22:22:01:354,3.471799,2.632752
2019-12-10 22:22:01:405,3.471965,2.632334
2019-12-10 22:22:01:457,3.472753,2.631463
2019-12-10 22:22:01:519,3.473829,2.630516
2019-12-10 22:22:01:562,3.474531,2.630108
2019-12-10 22:22:01:628,3.475222,2.62941
2019-12-10 22:22:01:690,3.476393,2.628522
2019-12-10 22:22:01:736,3.476823,2.62815
2019-12-10 22:22:01:787,3.477537,2.627471
2019-12-10 22:22:01:837,3.477694,2.627062
2019-12-10 22:22:01:894,3.477731,2.626749
2019-12-10 22:22:01:956,3.477387,2.626597
2019-12-10 22:22:02:008,3.477123,2.62649
2019-12-10 22:22:02:056,3.474011,2.62594
2019-12-10 22:22:02:094,3.472713,2.626132
2019-12-10 22:22:02:126,3.470973,2.626142
2019-12-10 22:22:02:160,3.469635,2.625819
2019-12-10 22:22:02:196,3.466399,2.625464
2019-12-10 22:22:02:227,3.465302,2.625572
2019-12-10 22:22:02:266,3.465302,2.625572
2019-12-10 22:22:02:303,3.462755,2.625346
2019-12-10 22:22:02:342,3.460872,2.625145
2019-12-10 22:22:02:384,3.459658,2.625016
2019-12-10 22:22:02:419,3.458626,2.624611
2019-12-10 22:22:02:457,3.45689,2.624192
2019-12-10 22:22:02:492,3.456073,2.62421
2019-12-10 22:22:02:525,3.455072,2.62395
2019-12-10 22:22:02:571,3.454417,2.62351
2019-12-10 22:22:02:617,3.452888,2.622459
2019-12-10 22:22:02:656,3.45289,2.622371
2019-12-10 22:22:02:706,3.452825,2.621672
2019-12-10 22:22:02:757,3.452829,2.621355
2019-12-10 22:22:02:801,3.452906,2.621054
2019-12-10 22:22:02:854,3.453249,2.619847
2019-12-10 22:22:02:898,3.453189,2.61929
2019-12-10 22:22:02:933,3.453413,2.61915
2019-12-10 22:22:02:968,3.453532,2.618719
2019-12-10 22:22:03:001,3.453923,2.618413
2019-12-10 22:22:03:033,3.454034,2.618354
2019-12-10 22:22:03:068,3.454007,2.617663
2019-12-10 22:22:03:104,3.454248,2.617511
2019-12-10 22:22:03:151,3.454391,2.617572
2019-12-10 22:22:03:183,3.454441,2.617525
2019-12-10 22:22:03:216,3.454682,2.616756
2019-12-10 22:22:03:250,3.454709,2.61653
2019-12-10 22:22:03:285,3.455241,2.616082
2019-12-10 22:22:03:322,3.455333,2.615923
2019-12-10 22:22:03:358,3.455565,2.615794
2019-12-10 22:22:03:394,3.455703,2.615664
2019-12-10 22:22:03:432,3.455766,2.615253
2019-12-10 22:22:03:471,3.455822,2.615017
2019-12-10 22:22:03:502,3.455681,2.614945
2019-12-10 22:22:03:537,3.455529,2.614347
2019-12-10 22:22:03:575,3.455495,2.614331
2019-12-10 22:22:03:625,3.455102,2.614187
2019-12-10 22:22:03:657,3.454847,2.614155
2019-12-10 22:22:03:690,3.45431,2.613895
2019-12-10 22:22:03:723,3.454002,2.613957
2019-12-10 22:22:03:759,3.453637,2.61385
2019-12-10 22:22:03:794,3.453459,2.613901
2019-12-10 22:22:03:826,3.453051,2.613688
2019-12-10 22:22:03:858,3.45283,2.61376
2019-12-10 22:22:03:891,3.452393,2.613657
2019-12-10 22:22:03:963,3.451969,2.613504
2019-12-10 22:22:04:028,3.451555,2.613429
2019-12-10 22:22:04:077,3.451476,2.613412
2019-12-10 22:22:04:125,3.451212,2.613436
2019-12-10 22:22:04:162,3.451018,2.613392
2019-12-10 22:22:04:196,3.450984,2.613107
2019-12-10 22:22:04:235,3.450832,2.613228
2019-12-10 22:22:04:278,3.450891,2.61316
2019-12-10 22:22:04:320,3.4508,2.612924
2019-12-10 22:22:04:363,3.450628,2.612537
2019-12-10 22:22:04:411,3.450424,2.612329
2019-12-10 22:22:04:460,3.450506,2.612073
2019-12-10 22:22:04:494,3.450499,2.612073
2019-12-10 22:22:04:528,3.45039,2.611705
2019-12-10 22:22:04:562,3.450145,2.611463
2019-12-10 22:22:04:598,3.450107,2.611399
2019-12-10 22:22:04:646,3.450032,2.611242
2019-12-10 22:22:04:694,3.449936,2.611226
2019-12-10 22:22:04:727,3.449916,2.61118
2019-12-10 22:22:04:760,3.449839,2.611164
2019-12-10 22:22:04:793,3.44975,2.61115
2019-12-10 22:22:04:826,3.449639,2.611242
2019-12-10 22:22:04:860,3.449583,2.611315
2019-12-10 22:22:04:899,3.4495,2.6115
2019-12-10 22:22:04:942,3.449407,2.611512
2019-12-10 22:22:04:980,3.44934,2.611574
2019-12-10 22:22:05:013,3.449149,2.611779
2019-12-10 22:22:05:046,3.449033,2.611835
2019-12-10 22:22:05:079,3.449027,2.611795
2019-12-10 22:22:05:116,3.449086,2.611764
2019-12-10 22:22:05:149,3.448998,2.611632
2019-12-10 22:22:05:184,3.448694,2.611743
2019-12-10 22:22:05:230,3.448581,2.61175
2019-12-10 22:22:05:263,3.448586,2.611798
2019-12-10 22:22:05:294,3.448634,2.611459
2019-12-10 22:22:05:328,3.448877,2.611284
2019-12-10 22:22:05:362,3.449382,2.610598
2019-12-10 22:22:05:399,3.450325,2.609842
2019-12-10 22:22:05:434,3.452558,2.60785
2019-12-10 22:22:05:456,3.452558,2.60785
2019-12-10 22:22:05:495,3.453408,2.607131
2019-12-10 22:22:05:531,3.455063,2.606518
2019-12-10 22:22:05:567,3.45761,2.604402
2019-12-10 22:22:05:607,3.459023,2.603207
2019-12-10 22:22:05:643,3.459992,2.602759
2019-12-10 22:22:05:676,3.46068,2.602293
2019-12-10 22:22:05:711,3.461393,2.602021
2019-12-10 22:22:05:752,3.461852,2.601582
2019-12-10 22:22:05:787,3.462403,2.600856
2019-12-10 22:22:05:827,3.462922,2.600272
2019-12-10 22:22:05:860,3.463309,2.59966
2019-12-10 22:22:05:893,3.463788,2.599274
2019-12-10 22:22:05:926,3.463997,2.599259
2019-12-10 22:22:05:962,3.464245,2.599168
2019-12-10 22:22:05:994,3.464552,2.599073
2019-12-10 22:22:06:026,3.464774,2.598839
2019-12-10 22:22:06:072,3.465229,2.598704
2019-12-10 22:22:06:106,3.465346,2.598673
2019-12-10 22:22:06:139,3.465775,2.598923
2019-12-10 22:22:06:177,3.465962,2.59893
2019-12-10 22:22:06:211,3.466046,2.598935
2019-12-10 22:22:06:244,3.46635,2.599031
2019-12-10 22:22:06:276,3.466594,2.599033
2019-12-10 22:22:06:309,3.466896,2.599216
2019-12-10 22:22:06:342,3.467075,2.599422
2019-12-10 22:22:06:380,3.467281,2.599531
2019-12-10 22:22:06:420,3.467487,2.599635
2019-12-10 22:22:06:459,3.467557,2.599814
2019-12-10 22:22:06:494,3.467934,2.60017
2019-12-10 22:22:06:528,3.468149,2.600406
2019-12-10 22:22:06:561,3.468225,2.600476
2019-12-10 22:22:06:596,3.468503,2.600684
2019-12-10 22:22:06:628,3.46851,2.600692
2019-12-10 22:22:06:662,3.468585,2.600702
2019-12-10 22:22:06:695,3.468647,2.60071
2019-12-10 22:22:06:728,3.468663,2.600686
2019-12-10 22:22:06:766,3.46878,2.600918
2019-12-10 22:22:06:808,3.468977,2.60139
2019-12-10 22:22:06:847,3.469045,2.601374
2019-12-10 22:22:06:881,3.469199,2.601652
2019-12-10 22:22:06:915,3.469256,2.601661
2019-12-10 22:22:06:956,3.469449,2.601923
2019-12-10 22:22:06:989,3.469886,2.602529
2019-12-10 22:22:07:025,3.470172,2.602559
2019-12-10 22:22:07:059,3.470589,2.603036
2019-12-10 22:22:07:094,3.470944,2.603302
2019-12-10 22:22:07:127,3.471251,2.603426
2019-12-10 22:22:07:163,3.47152,2.604055
2019-12-10 22:22:07:196,3.471679,2.60433
2019-12-10 22:22:07:231,3.471697,2.604344
2019-12-10 22:22:07:265,3.47175,2.604404
2019-12-10 22:22:07:300,3.471783,2.604526
2019-12-10 22:22:07:320,3.471783,2.604526
2019-12-10 22:22:07:355,3.471722,2.604436
2019-12-10 22:22:07:394,3.471502,2.603947
2019-12-10 22:22:07:437,3.467642,2.599416
2019-12-10 22:22:07:472,3.464231,2.594661
2019-12-10 22:22:07:505,3.459801,2.590237
2019-12-10 22:22:07:541,3.454456,2.584196
2019-12-10 22:22:07:575,3.448656,2.579149
2019-12-10 22:22:07:608,3.442576,2.571198
2019-12-10 22:22:07:644,3.435713,2.562683
2019-12-10 22:22:07:690,3.430438,2.555607
2019-12-10 22:22:07:732,3.416826,2.540226
2019-12-10 22:22:07:767,3.40813,2.529077
2019-12-10 22:22:07:801,3.403046,2.522397
2019-12-10 22:22:07:844,3.39762,2.515862
2019-12-10 22:22:07:881,3.392885,2.507823
2019-12-10 22:22:07:921,3.389184,2.50104
2019-12-10 22:22:07:957,3.385926,2.493642
2019-12-10 22:22:07:992,3.38459,2.489868
2019-12-10 22:22:08:028,3.382845,2.484155
2019-12-10 22:22:08:060,3.382037,2.478859
2019-12-10 22:22:08:094,3.382936,2.476239
2019-12-10 22:22:08:133,3.383726,2.453264
2019-12-10 22:22:08:173,3.385765,2.442733
2019-12-10 22:22:08:207,3.387787,2.437797
2019-12-10 22:22:08:219,3.387787,2.437797
2019-12-10 22:22:08:257,3.391685,2.429403
2019-12-10 22:22:08:290,3.394955,2.422353
2019-12-10 22:22:08:324,3.39806,2.417455
2019-12-10 22:22:08:362,3.40523,2.414079
2019-12-10 22:22:08:397,3.407313,2.407448
2019-12-10 22:22:08:434,3.415622,2.396979
2019-12-10 22:22:08:474,3.419861,2.39356
2019-12-10 22:22:08:508,3.422422,2.39181
2019-12-10 22:22:08:547,3.426049,2.390483
2019-12-10 22:22:08:587,3.429477,2.389195
2019-12-10 22:22:08:619,3.432381,2.387435
2019-12-10 22:22:08:651,3.435627,2.388036
2019-12-10 22:22:08:690,3.43731,2.38874
2019-12-10 22:22:08:736,3.44257,2.392855
2019-12-10 22:22:08:774,3.445412,2.395781
2019-12-10 22:22:08:817,3.448474,2.398942
2019-12-10 22:22:08:853,3.450476,2.401295
2019-12-10 22:22:08:892,3.45213,2.40541
2019-12-10 22:22:08:930,3.453452,2.409661
2019-12-10 22:22:08:963,3.45495,2.41292
2019-12-10 22:22:08:997,3.456059,2.417226
2019-12-10 22:22:09:033,3.457274,2.424063
2019-12-10 22:22:09:067,3.460913,2.448055
2019-12-10 22:22:09:087,3.460913,2.448055
2019-12-10 22:22:09:121,3.461707,2.447769
2019-12-10 22:22:09:158,3.462795,2.450248
2019-12-10 22:22:09:202,3.463843,2.456986
2019-12-10 22:22:09:252,3.465397,2.462939
2019-12-10 22:22:09:284,3.466877,2.468355
2019-12-10 22:22:09:317,3.468004,2.473545
2019-12-10 22:22:09:349,3.469758,2.479997
2019-12-10 22:22:09:382,3.471189,2.486666
2019-12-10 22:22:09:415,3.472282,2.497432
2019-12-10 22:22:09:453,3.474637,2.506309
2019-12-10 22:22:09:485,3.476157,2.517468
2019-12-10 22:22:09:519,3.478706,2.529783
2019-12-10 22:22:09:553,3.480377,2.542552
2019-12-10 22:22:09:587,3.483249,2.556547
2019-12-10 22:22:09:622,3.485815,2.570852
2019-12-10 22:22:09:660,3.487843,2.587905
2019-12-10 22:22:09:694,3.490516,2.603075
2019-12-10 22:22:09:727,3.493501,2.622584
2019-12-10 22:22:09:760,3.495252,2.63718
2019-12-10 22:22:09:793,3.496576,2.658776
2019-12-10 22:22:09:829,3.497244,2.670447
2019-12-10 22:22:09:871,3.49966,2.70546
2019-12-10 22:22:09:907,3.501454,2.71968
2019-12-10 22:22:09:945,3.502172,2.72966
2019-12-10 22:22:09:981,3.504154,2.74691
2019-12-10 22:22:10:013,3.505004,2.757903
2019-12-10 22:22:10:047,3.505664,2.769749
2019-12-10 22:22:10:086,3.507548,2.779495
2019-12-10 22:22:10:119,3.509874,2.788806
2019-12-10 22:22:10:150,3.510953,2.797489
2019-12-10 22:22:10:190,3.511993,2.805985
2019-12-10 22:22:10:227,3.513122,2.809999
2019-12-10 22:22:10:260,3.515409,2.82055
2019-12-10 22:22:10:294,3.516784,2.82535
2019-12-10 22:22:10:327,3.517296,2.828533
2019-12-10 22:22:10:360,3.519411,2.833827
2019-12-10 22:22:10:396,3.52065,2.838657
2019-12-10 22:22:10:431,3.522705,2.846988
2019-12-10 22:22:10:463,3.523759,2.851455
2019-12-10 22:22:10:500,3.524117,2.853646
2019-12-10 22:22:10:532,3.524888,2.855794
2019-12-10 22:22:10:569,3.525873,2.858718
2019-12-10 22:22:10:609,3.52712,2.861288
2019-12-10 22:22:10:644,3.527891,2.86349
2019-12-10 22:22:10:679,3.528425,2.867372
2019-12-10 22:22:10:716,3.529,2.869864
2019-12-10 22:22:10:749,3.529967,2.871822
2019-12-10 22:22:10:783,3.530342,2.874037
2019-12-10 22:22:10:816,3.530439,2.874414
2019-12-10 22:22:10:849,3.530623,2.875356
2019-12-10 22:22:10:883,3.530624,2.876636
2019-12-10 22:22:10:928,3.530756,2.877461
2019-12-10 22:22:10:963,3.530602,2.878172
2019-12-10 22:22:10:997,3.530577,2.878892
2019-12-10 22:22:11:033,3.530524,2.880178
2019-12-10 22:22:11:054,3.530524,2.880178
2019-12-10 22:22:11:090,3.530505,2.880262
2019-12-10 22:22:11:127,3.530571,2.880968
2019-12-10 22:22:11:162,3.530391,2.881992
2019-12-10 22:22:11:198,3.530427,2.882375
2019-12-10 22:22:11:232,3.530598,2.88308
2019-12-10 22:22:11:273,3.530767,2.883511
2019-12-10 22:22:11:307,3.530877,2.884238
2019-12-10 22:22:11:344,3.530918,2.884328
2019-12-10 22:22:11:377,3.531155,2.884546
2019-12-10 22:22:11:410,3.531333,2.885178
2019-12-10 22:22:11:442,3.531445,2.885491
2019-12-10 22:22:11:476,3.531625,2.885833
2019-12-10 22:22:11:509,3.531588,2.886606
2019-12-10 22:22:11:544,3.531632,2.886841
2019-12-10 22:22:11:577,3.531775,2.887389
2019-12-10 22:22:11:609,3.531783,2.887723
2019-12-10 22:22:11:642,3.531896,2.888099
2019-12-10 22:22:11:677,3.532037,2.888378
2019-12-10 22:22:11:714,3.532181,2.889398
2019-12-10 22:22:11:755,3.532443,2.890065
2019-12-10 22:22:11:797,3.532431,2.890367
2019-12-10 22:22:11:830,3.532676,2.891679
2019-12-10 22:22:11:862,3.532676,2.891679
2019-12-10 22:22:11:894,3.532658,2.891886
2019-12-10 22:22:11:927,3.532563,2.892084
2019-12-10 22:22:11:970,3.532635,2.89273
2019-12-10 22:22:12:008,3.532879,2.893747
2019-12-10 22:22:12:044,3.532967,2.893975
2019-12-10 22:22:12:082,3.533231,2.894137
2019-12-10 22:22:12:115,3.533413,2.894332
2019-12-10 22:22:12:149,3.533701,2.89467
2019-12-10 22:22:12:186,3.534029,2.89496
2019-12-10 22:22:12:221,3.53415,2.895066
2019-12-10 22:22:12:256,3.534348,2.895186
